series,subplot,scale,Disturbance.Frequency,Disturbance.Severity
NFD21_39,NW,0.001,1.0033575,0.5452224999999999
NFD21_39,NW,0.01,1.116274,0.499291
NFD21_39,NW,0.1,1.260880588235294,0.5014929411764706
NFD21_39,NW,1,1.244462,0.5053015
NFD21_39,NW,10,1.2162908000000001,0.5076736
NFD21_39,SE,1e-4,1.1309566666666666,0.5143166666666666
NFD21_39,SE,0.001,1.30606,0.525652
NFD21_39,SE,0.01,1.2494644444444445,0.5710177777777777
NFD21_39,SE,0.1,1.1472417647058823,0.552185294117647
NFD21_39,SE,1,1.1560557692307691,0.5331623076923077
NFD21_39,SE,10,1.1433505,0.5284632499999999
NFD21_39,x,100,1.137302105263158,0.5314208771929825
NFD21_40,NW,1e-4,0.8093366666666667,0.48028333333333334
NFD21_40,NW,0.001,0.9780816666666666,0.4895666666666667
NFD21_40,NW,0.01,0.974535,0.50450875
NFD21_40,NW,0.1,1.0721145454545455,0.5201681818181818
NFD21_40,NW,1,1.1412542105263157,0.53987
NFD21_40,NW,10,1.1885408695652173,0.5357360869565218
NFD21_40,SE,1e-4,0.85823,0.47175
NFD21_40,SE,0.001,1.00554,0.44478666666666666
NFD21_40,SE,0.01,1.1049116666666667,0.49993
NFD21_40,SE,0.1,1.088804,0.518133
NFD21_40,SE,1,1.1603205555555556,0.544085
NFD21_40,SE,10,1.2086265217391305,0.5429026086956522
NFD21_40,x,100,1.196340857142857,0.5388325714285714
NFD21_42,NW,1e-4,1.0076025,0.5869525
NFD21_42,NW,0.001,1.01155,0.576946
NFD21_42,NW,0.01,0.9499066666666667,0.57265
NFD21_42,NW,0.1,1.1931681818181818,0.5677318181818182
NFD21_42,NW,1,1.238936111111111,0.5716361111111111
NFD21_42,NW,10,1.1910540625,0.569843125
NFD21_42,SE,1e-4,1.3976449999999998,0.52731
NFD21_42,SE,0.001,1.3058699999999999,0.56171
NFD21_42,SE,0.01,1.3164725,0.56185875
NFD21_42,SE,0.1,1.2469364285714286,0.5631935714285714
NFD21_42,SE,1,1.2520083333333334,0.5562411111111111
NFD21_42,SE,10,1.2658725925925927,0.559142962962963
NFD21_42,x,100,1.1716806976744185,0.5566660465116279
NFD21_43,NW,0.1,1.2256049999999998,0.423615
NFD21_43,NW,1,1.2256049999999998,0.423615
NFD21_43,NW,10,1.2256049999999998,0.423615
NFD21_43,SE,0.01,1.16035,0.41438
NFD21_43,SE,0.1,1.16035,0.41438
NFD21_43,SE,1,1.16035,0.41438
NFD21_43,SE,10,1.2256049999999998,0.423615
NFD21_43,x,100,0.8684166666666666,0.5048033333333334
NFD21_44,NW,1e-4,1.29123,0.38361
NFD21_44,NW,0.001,1.29123,0.38361
NFD21_44,NW,0.01,1.29123,0.38361
NFD21_44,NW,0.1,1.3204500000000001,0.40337500000000004
NFD21_44,NW,1,1.2730275,0.413495
NFD21_44,NW,10,1.190068,0.425146
NFD21_44,SE,0.01,1.16035,0.41438
NFD21_44,SE,0.1,1.2256049999999998,0.423615
NFD21_44,SE,1,1.2256049999999998,0.423615
NFD21_44,SE,10,1.24748,0.41028000000000003
NFD21_44,x,100,0.753153,0.51036
NFD21_45,NW,1e-4,1.9526400000000002,0.43028500000000003
NFD21_45,NW,0.001,1.9526400000000002,0.43028500000000003
NFD21_45,NW,0.01,1.9526400000000002,0.43028500000000003
NFD21_45,NW,0.1,1.9526400000000002,0.43028500000000003
NFD21_45,NW,1,1.9526400000000002,0.43028500000000003
NFD21_45,NW,10,1.9526400000000002,0.43028500000000003
NFD21_45,SE,1e-4,1.73985,0.34333
NFD21_45,SE,0.001,1.9526400000000002,0.43028500000000003
NFD21_45,SE,0.01,1.9526400000000002,0.43028500000000003
NFD21_45,SE,0.1,1.9526400000000002,0.43028500000000003
NFD21_45,SE,1,1.9526400000000002,0.43028500000000003
NFD21_45,SE,10,1.5830333333333333,0.49396333333333337
NFD21_45,x,100,1.5830333333333333,0.49396333333333337
NFD21_46,NE,1e-4,1.86227,0.6461950000000001
NFD21_46,NE,0.001,1.86227,0.6461950000000001
NFD21_46,NE,0.01,1.8072920000000001,0.581742
NFD21_46,NE,0.1,1.654466,0.559212
NFD21_46,NE,1,1.4989673333333333,0.56825
NFD21_46,NE,10,1.390025,0.58568
NFD21_46,SW,1e-4,1.75454,0.4415
NFD21_46,SW,0.001,1.6254149999999998,0.54603
NFD21_46,SW,0.01,1.460412,0.51188
NFD21_46,SW,0.1,1.2727264285714286,0.5499871428571429
NFD21_46,SW,1,1.2283363157894738,0.57408
NFD21_46,SW,10,1.2698920689655173,0.5826813793103448
NFD21_46,x,100,1.347082,0.5754568888888889
NFD21_47,NE,0.01,2.16543,0.51724
NFD21_47,NE,0.1,2.16543,0.51724
NFD21_47,NE,1,1.6374633333333333,0.4564166666666667
NFD21_47,NE,10,1.7530475,0.4608125
NFD21_47,SW,1e-4,2.16543,0.51724
NFD21_47,SW,0.001,2.16543,0.51724
NFD21_47,SW,0.01,2.16543,0.51724
NFD21_47,SW,0.1,2.16543,0.51724
NFD21_47,SW,1,1.6374633333333333,0.4564166666666667
NFD21_47,SW,10,1.6374633333333333,0.4564166666666667
NFD21_47,x,100,1.8721771428571428,0.46494
NFD21_48,NW,1e-4,2.16543,0.51724
NFD21_48,NW,0.001,2.16543,0.51724
NFD21_48,NW,0.01,2.16543,0.51724
NFD21_48,NW,0.1,2.1119950000000003,0.503955
NFD21_48,NW,1,1.9642466666666667,0.49260333333333334
NFD21_48,NW,10,1.9993175,0.48455000000000004
NFD21_48,SE,1e-4,1.91709,0.49357
NFD21_48,SE,0.001,1.9993175,0.48455000000000004
NFD21_48,SE,0.01,1.9993175,0.48455000000000004
NFD21_48,SE,0.1,1.9993175,0.48455000000000004
NFD21_48,SE,1,1.9993175,0.48455000000000004
NFD21_48,SE,10,1.9993175,0.48455000000000004
NFD21_48,x,100,1.9993175,0.48455000000000004
NFD21_49,NW,1e-4,2.30103,0.43558
NFD21_49,NW,0.001,2.30103,0.43558
NFD21_49,NW,0.01,2.30103,0.43558
NFD21_49,NW,0.1,2.30103,0.43558
NFD21_49,NW,1,2.30103,0.43558
NFD21_49,NW,10,2.23323,0.47641
NFD21_49,SE,1e-4,2.30103,0.43558
NFD21_49,SE,0.001,2.30103,0.43558
NFD21_49,SE,0.01,2.30103,0.43558
NFD21_49,SE,0.1,2.30103,0.43558
NFD21_49,SE,1,2.30103,0.43558
NFD21_49,SE,10,2.30103,0.43558
NFD21_49,x,100,2.23323,0.47641
NFD21_50,NW,0.01,2.30103,0.43558
NFD21_50,NW,0.1,2.30103,0.43558
NFD21_50,NW,1,2.1968475,0.4520725
NFD21_50,NW,10,2.211646,0.448454
NFD21_50,SE,1e-4,2.2859350000000003,0.43478
NFD21_50,SE,0.001,2.2254666666666667,0.4433166666666667
NFD21_50,SE,0.01,2.2104575,0.4617975
NFD21_50,SE,0.1,2.2104575,0.4617975
NFD21_50,SE,1,2.2246183333333334,0.4512583333333333
NFD21_50,SE,10,2.2246183333333334,0.4512583333333333
NFD21_50,x,100,2.2246183333333334,0.4512583333333333
NFD21_51,NW,1e-4,0.79268,0.31226
NFD21_51,NW,0.001,1.483625,0.35760000000000003
NFD21_51,NW,0.01,1.8847800000000001,0.39619
NFD21_51,NW,0.1,1.8706033333333334,0.4144216666666667
NFD21_51,NW,1,1.8793242857142858,0.42638
NFD21_51,NW,10,1.8793242857142858,0.42638
NFD21_51,SE,1e-4,2.17457,0.40294
NFD21_51,SE,0.001,2.17457,0.40294
NFD21_51,SE,0.01,2.1169166666666666,0.42825
NFD21_51,SE,0.1,2.129045,0.4504975
NFD21_51,SE,1,1.8439,0.42595833333333333
NFD21_51,SE,10,1.8561942857142857,0.43086
NFD21_51,x,100,1.9140044444444444,0.4388588888888889
NFD21_52,NW,1e-4,1.9810033333333334,0.47462333333333334
NFD21_52,NW,0.001,1.813658,0.481902
NFD21_52,NW,0.01,1.7225766666666666,0.5107166666666667
NFD21_52,NW,0.1,1.7150444444444444,0.5282833333333333
NFD21_52,NW,1,1.6502554545454546,0.5539190909090909
NFD21_52,NW,10,1.7836138888888888,0.5312033333333334
NFD21_52,SE,1e-4,1.54589,0.535705
NFD21_52,SE,0.001,1.54589,0.535705
NFD21_52,SE,0.01,1.6148,0.536682
NFD21_52,SE,0.1,1.68876,0.5290133333333333
NFD21_52,SE,1,1.7209866666666667,0.5249922222222222
NFD21_52,SE,10,1.8437940000000002,0.5207973333333333
NFD21_52,x,100,1.8040392307692308,0.5317053846153846
NFD21_53,NW,1e-4,2.0998,0.474
NFD21_53,NW,0.001,2.0998,0.474
NFD21_53,NW,0.01,2.0998,0.474
NFD21_53,NW,0.1,2.1247866666666666,0.49372666666666665
NFD21_53,NW,1,2.067808,0.507204
NFD21_53,NW,10,2.0840783333333333,0.5088766666666666
NFD21_53,SE,1e-4,2.216,0.51651
NFD21_53,SE,0.001,2.1579,0.495255
NFD21_53,SE,0.01,2.1579,0.495255
NFD21_53,SE,0.1,2.1349475,0.499605
NFD21_53,SE,1,2.145708,0.49587000000000003
NFD21_53,SE,10,2.0984812500000003,0.472625
NFD21_53,x,100,2.081337,0.520466
NFD21_54,NW,1e-4,1.66875,0.4699
NFD21_54,NW,0.001,1.66875,0.4699
NFD21_54,NW,0.01,1.66875,0.4699
NFD21_54,NW,0.1,1.66875,0.4699
NFD21_54,NW,1,1.8842750000000001,0.47195
NFD21_54,NW,10,1.8842750000000001,0.47195
NFD21_54,SE,1e-4,1.7648,0.66044
NFD21_54,SE,0.001,1.732432,0.615602
NFD21_54,SE,0.01,1.749895,0.64224
NFD21_54,SE,0.1,1.6937257142857143,0.6314371428571428
NFD21_54,SE,1,1.6985122222222222,0.6243977777777778
NFD21_54,SE,10,1.7984475,0.5908283333333333
NFD21_54,x,100,1.7984475,0.5908283333333333
NFD21_55,NW,1e-4,2.16543,0.51724
NFD21_55,NW,0.001,2.16543,0.51724
NFD21_55,NW,0.01,1.62182,0.44967500000000005
NFD21_55,NW,0.1,1.88986,0.472465
NFD21_55,NW,1,1.88986,0.472465
NFD21_55,NW,10,1.88986,0.472465
NFD21_55,SE,1e-4,1.589005,0.42805499999999996
NFD21_55,SE,0.001,1.4710133333333333,0.44514
NFD21_55,SE,0.01,1.4710133333333333,0.44514
NFD21_55,SE,0.1,1.5204475,0.45133
NFD21_55,SE,1,1.711495,0.471995
NFD21_55,SE,10,1.711495,0.471995
NFD21_55,x,100,1.783567142857143,0.47835428571428573
NFD21_56,NW,1e-4,1.34169,0.4399
NFD21_56,NW,0.001,0.9469933333333334,0.4755466666666667
NFD21_56,NW,0.01,0.9465457142857143,0.5108285714285714
NFD21_56,NW,0.1,0.9096478571428571,0.5083171428571429
NFD21_56,NW,1,0.8805661538461539,0.5194196153846153
NFD21_56,NW,10,0.9454022857142858,0.5177897142857143
NFD21_56,SE,0.001,0.5878983333333333,0.5209166666666667
NFD21_56,SE,0.01,0.7245945454545455,0.52501
NFD21_56,SE,0.1,0.788712,0.5213966666666666
NFD21_56,SE,1,0.8459191304347826,0.5238195652173913
NFD21_56,SE,10,0.88766,0.5304557894736842
NFD21_56,x,100,0.9380029824561403,0.5250049122807018
NFD21_57,NW,1e-4,0.43413666666666667,0.5608733333333333
NFD21_57,NW,0.001,0.34300142857142857,0.5820342857142857
NFD21_57,NW,0.01,0.38049,0.5928576923076924
NFD21_57,NW,0.1,0.5429184,0.5737372000000001
NFD21_57,NW,1,0.5429184,0.5737372000000001
NFD21_57,NW,10,0.6275173684210527,0.5596540350877193
NFD21_57,SE,1e-4,0.54077,0.5570233333333333
NFD21_57,SE,0.001,0.86649,0.5253099999999999
NFD21_57,SE,0.01,0.7552044444444445,0.5246688888888889
NFD21_57,SE,0.1,0.6873605,0.5428765
NFD21_57,SE,1,0.6803978260869565,0.5376578260869566
NFD21_57,SE,10,0.7112543548387097,0.5397672580645161
NFD21_57,x,100,0.7310191566265061,0.546452048192771
NFD21_58,NW,1e-4,1.34143,0.49764
NFD21_58,NW,0.001,0.846285,0.506205
NFD21_58,NW,0.01,0.8260316666666666,0.5340175
NFD21_58,NW,0.1,0.8299642105263157,0.5328089473684211
NFD21_58,NW,1,0.8015416,0.5356224
NFD21_58,NW,10,0.8568533333333334,0.531607037037037
NFD21_58,SE,1e-4,0.23403,0.61095
NFD21_58,SE,0.001,0.68064,0.5412333333333333
NFD21_58,SE,0.01,0.713396,0.543239
NFD21_58,SE,0.1,0.768523076923077,0.5418453846153847
NFD21_58,SE,1,0.90423,0.5249776190476191
NFD21_58,SE,10,0.8439467441860465,0.5384339534883721
NFD21_58,x,100,0.8688953658536586,0.5364574390243902
NFD21_59,NE,1e-4,0.92638,0.5158066666666666
NFD21_59,NE,0.001,0.99561,0.51823
NFD21_59,NE,0.01,0.99561,0.51823
NFD21_59,NE,0.1,0.9213655555555555,0.5301177777777778
NFD21_59,NE,1,1.0386905882352941,0.545235294117647
NFD21_59,NE,10,1.0529726086956521,0.54532
NFD21_59,SW,1e-4,0.7908649999999999,0.559285
NFD21_59,SW,0.001,0.8605066666666666,0.53045
NFD21_59,SW,0.01,0.8768957142857143,0.5237842857142857
NFD21_59,SW,0.1,1.022108888888889,0.5452022222222221
NFD21_59,SW,1,0.9846706666666667,0.5631619999999999
NFD21_59,SW,10,0.9846706666666667,0.5631619999999999
NFD21_59,x,100,1.0192616666666667,0.5462419444444444
NFD21_60,NW,1e-4,1.29951,0.631025
NFD21_60,NW,0.001,1.0106225,0.5846325
NFD21_60,NW,0.01,1.1041275,0.55103375
NFD21_60,NW,0.1,1.0892263636363637,0.5482054545454546
NFD21_60,NW,1,1.0530708333333334,0.5405283333333333
NFD21_60,NW,10,1.062093888888889,0.5372477777777778
NFD21_60,SE,1e-4,1.2658025,0.575425
NFD21_60,SE,0.001,1.271706,0.567454
NFD21_60,SE,0.01,1.1148025,0.55534875
NFD21_60,SE,0.1,1.1379938461538461,0.5433315384615385
NFD21_60,SE,1,1.1485788235294117,0.5467305882352941
NFD21_60,SE,10,1.1495291304347826,0.5562978260869565
NFD21_60,x,100,1.1172871052631579,0.5553957894736842
NFD21_61,NW,1e-4,1.3089633333333335,0.5412866666666667
NFD21_61,NW,0.001,1.234026,0.5282680000000001
NFD21_61,NW,0.01,1.144285,0.5001680000000001
NFD21_61,NW,0.1,1.156843125,0.491369375
NFD21_61,NW,1,1.1397926086956522,0.4983908695652174
NFD21_61,NW,10,1.17778625,0.5057165625
NFD21_61,SE,1e-4,1.351285,0.5209550000000001
NFD21_61,SE,0.001,1.1259766666666666,0.5204333333333333
NFD21_61,SE,0.01,1.113618,0.508031
NFD21_61,SE,0.1,1.163483125,0.48976625
NFD21_61,SE,1,1.2097191304347827,0.5026473913043479
NFD21_61,SE,10,1.2259803125,0.5005321875000001
NFD21_61,x,100,1.1669370833333332,0.513154375
NFD21_62,NW,1e-4,0.68553,0.555225
NFD21_62,NW,0.001,0.715878,0.557898
NFD21_62,NW,0.01,0.7689935714285714,0.5325985714285715
NFD21_62,NW,0.1,0.8324957692307692,0.5304223076923077
NFD21_62,NW,1,0.9085924444444444,0.5313151111111111
NFD21_62,NW,10,0.8885940740740741,0.5315912962962963
NFD21_62,SE,1e-4,0.48766,0.553075
NFD21_62,SE,0.001,0.77149,0.5137283333333333
NFD21_62,SE,0.01,0.8012514285714286,0.5423457142857143
NFD21_62,SE,0.1,0.7764851851851852,0.5426874074074074
NFD21_62,SE,1,0.8054256818181819,0.5421720454545454
NFD21_62,SE,10,0.8297265573770491,0.5397236065573771
NFD21_62,x,100,0.8598255263157895,0.5388497368421052
NFD21_63,NW,1e-4,0.53073,0.588695
NFD21_63,NW,0.001,0.719864,0.552714
NFD21_63,NW,0.01,0.5780829411764705,0.5737317647058824
NFD21_63,NW,0.1,0.6163924,0.5736592
NFD21_63,NW,1,0.5975502380952381,0.5722588095238095
NFD21_63,NW,10,0.6822193650793651,0.559263492063492
NFD21_63,SE,1e-4,0.07994,0.6684
NFD21_63,SE,0.001,0.509398,0.55737
NFD21_63,SE,0.01,0.705922,0.534752
NFD21_63,SE,0.1,0.7876392307692308,0.5418011538461539
NFD21_63,SE,1,0.6936961111111111,0.5547605555555556
NFD21_63,SE,10,0.8091360655737705,0.5487973770491803
NFD21_63,x,100,0.7511004444444445,0.5536118888888889
NFD21_64,NW,1e-4,1.01996,0.50605
NFD21_64,NW,0.001,0.9495916666666666,0.49446500000000004
NFD21_64,NW,0.01,0.8749875,0.5220425
NFD21_64,NW,0.1,0.9117095833333333,0.5247170833333333
NFD21_64,NW,1,0.88611125,0.52494925
NFD21_64,NW,10,0.83561765625,0.53335078125
NFD21_64,SE,1e-4,0.716786,0.544418
NFD21_64,SE,0.001,0.73610625,0.52328125
NFD21_64,SE,0.01,0.805467,0.521078
NFD21_64,SE,0.1,0.9226152941176471,0.526285294117647
NFD21_64,SE,1,0.8245408,0.542476
NFD21_64,SE,10,0.8449576595744681,0.5408804255319148
NFD21_64,x,100,0.8760150561797753,0.5356665168539326
RZ2214,NW,1e-4,1.11642,0.52904
RZ2214,NW,0.001,1.21834,0.486015
RZ2214,NW,0.01,1.2274866666666666,0.49176333333333333
RZ2214,NW,0.1,1.0720933333333333,0.5038288888888889
RZ2214,NW,1,1.0433876923076923,0.5196823076923077
RZ2214,NW,10,1.0365785185185186,0.5342262962962963
RZ2214,SE,1e-4,1.2273133333333335,0.5794566666666666
RZ2214,SE,0.001,1.055916,0.566174
RZ2214,SE,0.01,1.03007875,0.54840875
RZ2214,SE,0.1,1.1222846153846153,0.5332715384615384
RZ2214,SE,1,1.0935922727272727,0.5266277272727273
RZ2214,SE,10,1.106378125,0.5263996875
RZ2214,x,100,1.0643827906976744,0.5333288372093024
RZ2215,NW,1e-4,0.76983,0.514505
RZ2215,NW,0.001,0.76983,0.514505
RZ2215,NW,0.01,0.9375225,0.5266474999999999
RZ2215,NW,0.1,1.0079145454545455,0.5201554545454545
RZ2215,NW,1,1.0729630000000001,0.529105
RZ2215,NW,10,1.0910867647058824,0.5305082352941176
RZ2215,SE,1e-4,0.83225,0.54101
RZ2215,SE,0.001,0.974335,0.535025
RZ2215,SE,0.01,0.9367825000000001,0.5372375
RZ2215,SE,0.1,0.9544925,0.545075
RZ2215,SE,1,0.9273333333333333,0.5429016666666666
RZ2215,SE,10,1.0033891176470588,0.549009705882353
RZ2215,x,100,1.081787924528302,0.53911
RZ2216,NW,1e-4,1.032685,0.54642
RZ2216,NW,0.001,1.032685,0.54642
RZ2216,NW,0.01,1.0233875000000001,0.53385
RZ2216,NW,0.1,1.0364988888888889,0.5250677777777778
RZ2216,NW,1,0.9773822222222223,0.524125
RZ2216,NW,10,1.0616141666666667,0.5265475
RZ2216,SE,1e-4,1.1314950000000001,0.524455
RZ2216,SE,0.001,1.24571,0.5431733333333333
RZ2216,SE,0.01,1.0545875,0.548245
RZ2216,SE,0.1,1.04896125,0.57172
RZ2216,SE,1,1.0597575,0.5681575
RZ2216,SE,10,1.018121052631579,0.5570810526315789
RZ2216,x,100,1.0672969696969696,0.5486642424242424
RZ2217,NW,1e-4,0.8879433333333333,0.5248999999999999
RZ2217,NW,0.001,0.87402,0.5289275
RZ2217,NW,0.01,0.87402,0.5289275
RZ2217,NW,0.1,0.862667,0.5476219999999999
RZ2217,NW,1,0.8492657894736843,0.5522794736842105
RZ2217,NW,10,0.8903053333333333,0.5495783333333333
RZ2217,SE,1e-4,1.257184,0.50013
RZ2217,SE,0.001,1.257184,0.50013
RZ2217,SE,0.01,1.2705266666666666,0.52176
RZ2217,SE,0.1,1.1020227272727272,0.5386254545454545
RZ2217,SE,1,0.9091877272727272,0.5422313636363636
RZ2217,SE,10,0.9369414285714286,0.5428114285714286
RZ2217,x,100,0.9419542105263158,0.5477515789473684
RZ2218,NW,1e-4,1.11606,0.535485
RZ2218,NW,0.001,0.8546279999999999,0.54451
RZ2218,NW,0.01,0.8027572727272727,0.54356
RZ2218,NW,0.1,0.893313125,0.546533125
RZ2218,NW,1,0.8859239130434783,0.5515221739130435
RZ2218,NW,10,0.9424723684210526,0.5599634210526315
RZ2218,SE,1e-4,0.98387,0.5087275
RZ2218,SE,0.001,0.98387,0.5087275
RZ2218,SE,0.01,0.8150383333333333,0.5349566666666666
RZ2218,SE,0.1,0.8511066666666667,0.5370466666666667
RZ2218,SE,1,0.921808,0.541259
RZ2218,SE,10,0.9522088888888889,0.5517125
RZ2218,x,100,0.9451424590163935,0.5607080327868852
RZ2219,NW,1e-4,1.29861,0.5212266666666667
RZ2219,NW,0.001,0.9810233333333334,0.54739
RZ2219,NW,0.01,0.94053,0.5349866666666667
RZ2219,NW,0.1,0.849094,0.5408273333333333
RZ2219,NW,1,0.8842684615384615,0.5425634615384616
RZ2219,NW,10,0.9867468292682927,0.5398895121951219
RZ2219,SE,1e-4,0.9558233333333334,0.5476733333333333
RZ2219,SE,0.001,0.9558233333333334,0.5476733333333333
RZ2219,SE,0.01,0.8952871428571428,0.5385928571428571
RZ2219,SE,0.1,1.004711052631579,0.5317131578947368
RZ2219,SE,1,1.0751871875,0.539535
RZ2219,SE,10,1.0865545833333334,0.5391379166666667
RZ2219,x,100,1.0229828787878787,0.5469092424242424
SB18008,NW,0.001,1.62797,0.59767
SB18008,NW,0.01,1.59685125,0.491445
SB18008,NW,0.1,1.4368978571428572,0.5026228571428571
SB18008,NW,1,1.4023744444444444,0.4936422222222222
SB18008,NW,10,1.346997105263158,0.5057897368421053
SB18008,SE,1e-4,1.03673,0.49551
SB18008,SE,0.001,1.2567666666666666,0.46975
SB18008,SE,0.01,1.334456,0.47855
SB18008,SE,0.1,1.3207822222222223,0.48778444444444446
SB18008,SE,1,1.3576261111111112,0.4885366666666667
SB18008,SE,10,1.29900475,0.499909
SB18008,x,100,1.30023265625,0.5104209375
SB18019,NW,1e-4,1.183405,0.475085
SB18019,NW,0.001,1.183405,0.475085
SB18019,NW,0.01,1.4383614285714286,0.48407428571428573
SB18019,NW,0.1,1.5474907692307693,0.5004969230769231
SB18019,NW,1,1.4335266666666666,0.5140695833333333
SB18019,NW,10,1.4399837142857144,0.5099202857142857
SB18019,SE,1e-4,1.34169,0.4399
SB18019,SE,0.001,1.34169,0.4399
SB18019,SE,0.01,1.4111371428571429,0.4852557142857143
SB18019,SE,0.1,1.44156,0.4833188888888889
SB18019,SE,1,1.4926805263157896,0.4852563157894737
SB18019,SE,10,1.4958559259259259,0.49889481481481485
SB18019,x,100,1.4507118,0.5178546
SB18024,NW,1e-4,1.02512,0.51027
SB18024,NW,0.001,1.1847166666666666,0.52785
SB18024,NW,0.01,1.432728,0.507128
SB18024,NW,0.1,1.348714705882353,0.5108470588235294
SB18024,NW,1,1.3914479310344827,0.5102786206896551
SB18024,NW,10,1.3845587234042553,0.5262593617021276
SB18024,SE,0.001,1.02512,0.51027
SB18024,SE,0.01,1.4301933333333334,0.50614
SB18024,SE,0.1,1.3756375,0.51056
SB18024,SE,1,1.3576438095238095,0.50471
SB18024,SE,10,1.436248787878788,0.5036515151515152
SB18024,x,100,1.3961564912280702,0.5314692982456141
SB18025,NE,0.001,1.5720299999999998,0.47687999999999997
SB18025,NE,0.01,1.6413775,0.5056324999999999
SB18025,NE,0.1,1.6480544444444445,0.5319355555555556
SB18025,NE,1,1.442433125,0.538356875
SB18025,NE,10,1.3723288571428571,0.5559325714285714
SB18025,SW,1e-4,1.776305,0.48117
SB18025,SW,0.001,1.518002,0.551138
SB18025,SW,0.01,1.314253076923077,0.5346976923076923
SB18025,SW,0.1,1.373205909090909,0.5189881818181818
SB18025,SW,1,1.373205909090909,0.5189881818181818
SB18025,SW,10,1.40566075,0.5291645
SB18025,x,100,1.3867732075471697,0.5407275471698113
SB18029,NW,1e-4,1.032045,0.49136500000000005
SB18029,NW,0.001,1.1519933333333334,0.48174
SB18029,NW,0.01,1.3422733333333334,0.50908
SB18029,NW,0.1,1.3204223076923076,0.5291807692307693
SB18029,NW,1,1.2590605263157895,0.5232621052631579
SB18029,NW,10,1.238747,0.5131906666666667
SB18029,SE,1e-4,0.9192750000000001,0.55904
SB18029,SE,0.001,1.1396533333333334,0.5595800000000001
SB18029,SE,0.01,1.1352525,0.5254150000000001
SB18029,SE,0.1,1.2431966666666667,0.5181277777777777
SB18029,SE,1,1.3127909090909091,0.5266909090909091
SB18029,SE,10,1.3122426470588235,0.5170114705882353
SB18029,x,100,1.282503469387755,0.5285071428571428
SB20033,NE,1e-4,0.94204,0.55981
SB20033,NE,0.001,0.94204,0.55981
SB20033,NE,0.01,1.392536,0.5321980000000001
SB20033,NE,0.1,1.4710336363636365,0.5447536363636364
SB20033,NE,1,1.4507815384615386,0.5423607692307693
SB20033,NE,10,1.526848888888889,0.5324388888888889
SB20033,SW,1e-4,0.94204,0.55981
SB20033,SW,0.001,1.376455,0.53293
SB20033,SW,0.01,1.4815133333333332,0.52575666666666665
SB20033,SW,0.1,1.383676,0.514422
SB20033,SW,1,1.530176875,0.507590625
SB20033,SW,10,1.5387482608695653,0.5125452173913043
SB20033,x,100,1.5015737837837837,0.5277816216216217
SB20060,NE,1e-4,1.69163,0.51141
SB20060,NE,0.001,1.69163,0.51141
SB20060,NE,0.01,1.5196100000000001,0.53805
SB20060,NE,0.1,1.446188,0.526296
SB20060,NE,1,1.505825,0.52507
SB20060,NE,10,1.5435253333333334,0.5471
SB20060,SW,0.01,1.35671,0.56662
SB20060,SW,0.1,1.6421800000000002,0.53416
SB20060,SW,1,1.53214,0.5663071428571429
SB20060,SW,10,1.520902,0.59924333333333335
SB20060,x,100,1.5637656666666666,0.5707633333333333
SB20061,NW,1e-4,1.70758,0.5124
SB20061,NW,0.001,1.46494,0.5477099999999999
SB20061,NW,0.01,1.341865,0.5332483333333333
SB20061,NW,0.1,1.3930908333333334,0.5256841666666666
SB20061,NW,1,1.4968208,0.5412328
SB20061,NW,10,1.5184893548387097,0.5524764516129033
SB20061,SE,1e-4,1.18403,0.5349349999999999
SB20061,SE,0.001,1.3102833333333332,0.51688
SB20061,SE,0.01,1.4221511111111111,0.53396
SB20061,SE,0.1,1.4395016666666667,0.5431416666666666
SB20061,SE,1,1.4227991666666666,0.5440645833333333
SB20061,SE,10,1.4919962857142857,0.5577505714285714
SB20061,x,100,1.481320975609756,0.5667990243902439
SB20062,NW,1e-4,0.98358,0.53504
SB20062,NW,0.001,1.251595,0.536545
SB20062,NW,0.01,1.419200909090909,0.5506636363636364
SB20062,NW,0.1,1.4749922222222223,0.5397322222222223
SB20062,NW,1,1.4447847826086957,0.5378895652173913
SB20062,NW,10,1.49702425,0.567658
SB20062,SE,1e-4,1.316835,0.53561
SB20062,SE,0.001,1.316835,0.53561
SB20062,SE,0.01,1.362936,0.580484
SB20062,SE,0.1,1.5002053846153847,0.5827053846153846
SB20062,SE,1,1.5513057142857143,0.5768461904761905
SB20062,SE,10,1.5073785714285715,0.569636
SB20062,x,100,1.4816628571428572,0.5602520408163265
SB20063,NW,1e-4,0.9566250000000001,0.552905
SB20063,NW,0.001,1.28232,0.58456
SB20063,NW,0.01,1.52212125,0.6105475
SB20063,NW,0.1,1.5023072727272728,0.6036772727272728
SB20063,NW,1,1.4909766666666666,0.5772686666666667
SB20063,NW,10,1.5376433333333333,0.555529
SB20063,SE,1e-4,1.6598,0.55454
SB20063,SE,0.001,1.4205466666666666,0.5562966666666667
SB20063,SE,0.01,1.3937849999999998,0.56972
SB20063,SE,0.1,1.4817672727272728,0.5748545454545455
SB20063,SE,1,1.5316888888888889,0.5611833333333334
SB20063,SE,10,1.5321081481481482,0.5666044444444445
SB20063,x,100,1.5614480952380954,0.5521416666666666
SB20077,NW,1e-4,1.02512,0.51027
SB20077,NW,0.001,1.293955,0.49551999999999996
SB20077,NW,0.01,1.293955,0.49551999999999996
SB20077,NW,0.1,1.360954,0.540462
