series,subplot,scale,Disturbance.Frequency,Disturbance.Severity
SB20077,NW,1,1.4024616666666667,0.5804741666666666
SB20077,NW,10,1.472797,0.5944216666666666
SB20077,SE,1e-4,0.98358,0.53504
SB20077,SE,0.001,0.98358,0.53504
SB20077,SE,0.01,1.4641199999999999,0.57368875
SB20077,SE,0.1,1.49945,0.584923
SB20077,SE,1,1.5049379999999999,0.5634253333333333
SB20077,SE,10,1.51008,0.57824625
SB20077,x,100,1.4618019444444446,0.5860180555555555
SB20078,NW,1e-4,1.75125,0.50873
SB20078,NW,0.001,1.549712,0.52641
SB20078,NW,0.01,1.541865,0.5134816666666667
SB20078,NW,0.1,1.490563,0.525376
SB20078,NW,1,1.518174375,0.551358125
SB20078,NW,10,1.5298572727272728,0.5662090909090909
SB20078,SE,1e-4,1.94731,0.48816
SB20078,SE,0.001,1.53231,0.5201233333333333
SB20078,SE,0.01,1.49854,0.5086714285714286
SB20078,SE,0.1,1.471366,0.521615
SB20078,SE,1,1.488080588235294,0.5610917647058824
SB20078,SE,10,1.5212992592592594,0.5663548148148149
SB20078,x,100,1.4831523529411765,0.5680476470588235
SB20079,NW,1e-4,1.59713,0.480125
SB20079,NW,0.001,1.59713,0.480125
SB20079,NW,0.01,1.3787666666666667,0.5066866666666667
SB20079,NW,0.1,1.5206528571428573,0.5880471428571429
SB20079,NW,1,1.4922925,0.5836075000000001
SB20079,NW,10,1.5578885714285715,0.6039692857142858
SB20079,SE,0.001,1.59713,0.480125
SB20079,SE,0.01,1.3787666666666667,0.5066866666666667
SB20079,SE,0.1,1.51767,0.548556
SB20079,SE,1,1.5621383333333334,0.59014
SB20079,SE,10,1.574142857142857,0.5754485714285714
SB20079,x,100,1.5555004347826087,0.5868482608695652
SB20081,NW,1e-4,1.62797,0.59767
SB20081,NW,0.001,1.6241374999999998,0.516925
SB20081,NW,0.01,1.444485,0.53434625
SB20081,NW,0.1,1.4534733333333332,0.5501933333333333
SB20081,NW,1,1.3938315789473683,0.5659968421052631
SB20081,NW,10,1.3769057575757575,0.558970303030303
SB20081,SE,1e-4,2.10965,0.48694
SB20081,SE,0.001,1.509675,0.521855
SB20081,SE,0.01,1.4304354545454545,0.5279327272727272
SB20081,SE,0.1,1.389657857142857,0.5258135714285714
SB20081,SE,1,1.3540125,0.5539215
SB20081,SE,10,1.386271515151515,0.5608563636363636
SB20081,x,100,1.3890775,0.5499626923076923
SB20083,NW,1e-4,1.3760050000000001,0.518815
SB20083,NW,0.001,1.4208375,0.5738975
SB20083,NW,0.01,1.4946183333333334,0.5606516666666667
SB20083,NW,0.1,1.3954075000000001,0.5449933333333333
SB20083,NW,1,1.428509375,0.54627625
SB20083,NW,10,1.4965314285714286,0.5835945714285714
SB20083,SE,1e-4,1.21603,0.523605
SB20083,SE,0.001,1.21603,0.523605
SB20083,SE,0.01,1.3282925,0.5837125
SB20083,SE,0.1,1.3803775,0.554135
SB20083,SE,1,1.3517607692307692,0.5471661538461539
SB20083,SE,10,1.4619214285714286,0.55719
SB20083,x,100,1.4676897777777778,0.5743531111111111
SB20084,NW,1e-4,2.10965,0.48694
SB20084,NW,0.001,1.79517,0.539735
SB20084,NW,0.01,1.514565,0.559895
SB20084,NW,0.1,1.41327,0.5703411111111111
SB20084,NW,1,1.396307857142857,0.5672607142857142
SB20084,NW,10,1.4489596875,0.5625109375
SB20084,SE,1e-4,2.10965,0.48694
SB20084,SE,0.001,2.10965,0.48694
SB20084,SE,0.01,1.613035,0.5079899999999999
SB20084,SE,0.1,1.4112283333333333,0.5525566666666667
SB20084,SE,1,1.367125,0.54554625
SB20084,SE,10,1.4050634782608695,0.5723478260869566
SB20084,x,100,1.40509,0.5691643478260869
SB20086,NE,1e-4,1.20377,0.505035
SB20086,NE,0.001,1.5070533333333334,0.5027933333333333
SB20086,NE,0.01,1.4510939999999999,0.52257
SB20086,NE,0.1,1.530926,0.508377
SB20086,NE,1,1.4869808695652174,0.5037804347826087
SB20086,NE,10,1.3229718918918918,0.5117651351351351
SB20086,SW,1e-4,1.29563,0.50497
SB20086,SW,0.001,0.90923,0.5224850000000001
SB20086,SW,0.01,1.356656,0.506248
SB20086,SW,0.1,1.5580146153846153,0.5006376923076923
SB20086,SW,1,1.4534248,0.4930512
SB20086,SW,10,1.3123416216216217,0.5022470270270271
SB20086,x,100,1.2739991304347826,0.5103158695652174
SB20100,NW,1e-4,2.10965,0.48694
SB20100,NW,0.001,1.758295,0.51194
SB20100,NW,0.01,1.6915675000000001,0.5048625
SB20100,NW,0.1,1.544063,0.539336
SB20100,NW,1,1.404291,0.5178885
SB20100,NW,10,1.470086842105263,0.5255726315789474
SB20100,SE,1e-4,2.10965,0.48694
SB20100,SE,0.001,1.524375,0.53837
SB20100,SE,0.01,1.5377283333333334,0.5237833333333334
SB20100,SE,0.1,1.4716881818181817,0.5240045454545454
SB20100,SE,1,1.4391661111111111,0.5292072222222223
SB20100,SE,10,1.4708709375,0.5386328125000001
SB20100,x,100,1.4429777358490565,0.5330452830188679
SB20101,NE,1e-4,1.3913475,0.4608425
SB20101,NE,0.001,1.31065375,0.505985
SB20101,NE,0.01,1.3875415384615384,0.5051730769230769
SB20101,NE,0.1,1.3757138095238095,0.51284
SB20101,NE,1,1.3164623076923077,0.519571282051282
SB20101,NE,10,1.3245363793103448,0.521151724137931
SB20101,SW,1e-4,1.293955,0.49551999999999996
SB20101,SW,0.001,1.3161325,0.52128
SB20101,SW,0.01,1.274241,0.520308
SB20101,SW,0.1,1.3826288,0.5203508
SB20101,SW,1,1.3289094444444445,0.5169711111111112
SB20101,SW,10,1.2918370588235295,0.5203472549019608
SB20101,x,100,1.2964469333333333,0.5245013333333334
SB20102,NW,1e-4,1.02512,0.51027
SB20102,NW,0.001,1.498428,0.530422
SB20102,NW,0.01,1.4102155555555556,0.5337044444444444
SB20102,NW,0.1,1.3364766666666668,0.5294155555555555
SB20102,NW,1,1.3548839285714285,0.5269542857142857
SB20102,NW,10,1.319308780487805,0.5337460975609756
SB20102,SE,1e-4,1.293955,0.49551999999999996
SB20102,SE,0.001,1.3033133333333333,0.49496999999999997
SB20102,SE,0.01,1.33876,0.5170366666666667
SB20102,SE,0.1,1.347285,0.5429875
SB20102,SE,1,1.3767916,0.5288004
SB20102,SE,10,1.3771079411764706,0.5238188235294118
SB20102,x,100,1.31980593220339,0.5398915254237289
SB20103,NW,1e-4,1.34169,0.4399
SB20103,NW,0.001,1.281995,0.51146
SB20103,NW,0.01,1.26084,0.5021599999999999
SB20103,NW,0.1,1.222372,0.518102
SB20103,NW,1,1.3161241176470588,0.5154264705882353
SB20103,NW,10,1.3007760606060605,0.5225648484848485
SB20103,SE,1e-4,1.34169,0.4399
SB20103,SE,0.001,1.34169,0.4399
SB20103,SE,0.01,1.183405,0.475085
SB20103,SE,0.1,1.39859,0.5353
SB20103,SE,1,1.2864805555555556,0.5206705555555555
SB20103,SE,10,1.3013441025641026,0.5080889743589744
SB20103,x,100,1.2946852542372882,0.5248362711864407
SB20104,NW,1e-4,2.12828,0.51167
SB20104,NW,0.001,2.12828,0.51167
SB20104,NW,0.01,1.562345,0.4943225
SB20104,NW,0.1,1.375845,0.494737
SB20104,NW,1,1.3378166666666667,0.4853119047619048
SB20104,NW,10,1.438078,0.487683
SB20104,SE,1e-4,1.4396,0.50026
SB20104,SE,0.001,1.3419233333333334,0.5067966666666667
SB20104,SE,0.01,1.4398988888888888,0.4909877777777778
SB20104,SE,0.1,1.4208635294117646,0.5004376470588235
SB20104,SE,1,1.4031488,0.49926
SB20104,SE,10,1.3984347826086956,0.4943880434782609
SB20104,x,100,1.3837996721311476,0.49833
SB20112,N,1e-4,1.5439500000000002,0.49795
SB20112,N,0.001,1.3304120000000002,0.48878
SB20112,N,0.01,1.169508,0.493899
SB20112,N,0.1,1.1371688235294117,0.5125805882352942
SB20112,N,1,1.1478284615384615,0.5024007692307693
SB20112,N,10,1.0780077272727273,0.5106002272727272
SB20112,S,1e-4,1.26891,0.47228
SB20112,S,0.001,1.4264633333333334,0.4917433333333333
SB20112,S,0.01,1.26423,0.497628
SB20112,S,0.1,1.077883125,0.5013575
SB20112,S,1,1.0873148,0.4989768
SB20112,S,10,1.0344418181818182,0.5047445454545455
SB20112,x,100,1.0449575384615384,0.5109263076923077
SB20113,NW,1e-4,0.8498366666666667,0.52049
SB20113,NW,0.001,1.1976466666666667,0.48790333333333336
SB20113,NW,0.01,1.2987125,0.47834916666666666
SB20113,NW,0.1,1.1574880952380953,0.48863333333333336
SB20113,NW,1,1.165129696969697,0.4918218181818182
SB20113,NW,10,1.1564198039215687,0.4999339215686275
SB20113,SE,1e-4,0.7310166666666666,0.5419
SB20113,SE,0.001,0.98061,0.51553
SB20113,SE,0.01,1.0882646153846154,0.502646923076923
SB20113,SE,0.1,1.0704409523809524,0.5053157142857143
SB20113,SE,1,1.0821478787878789,0.5132551515151516
SB20113,SE,10,1.137538679245283,0.5091241509433962
SB20113,x,100,1.142647594936709,0.5133850632911392
SB20120,NW,1e-4,1.11171,0.44066
SB20120,NW,0.001,1.2601775,0.46999250000000004
SB20120,NW,0.01,1.1594916666666666,0.49000333333333335
SB20120,NW,0.1,1.1378523076923077,0.5035869230769231
SB20120,NW,1,1.0302970833333334,0.5199741666666666
SB20120,NW,10,1.0006133333333334,0.5283978571428571
SB20120,SE,1e-4,1.1791533333333333,0.5105233333333333
SB20120,SE,0.001,1.1791533333333333,0.5105233333333333
SB20120,SE,0.01,1.100475,0.5107983333333334
SB20120,SE,0.1,1.1886405882352942,0.50378
SB20120,SE,1,1.2081188461538461,0.5026711538461538
SB20120,SE,10,1.08792,0.5104087179487179
SB20120,x,100,1.018330303030303,0.527304696969697
SB20121,NW,1e-4,1.09357,0.4866
SB20121,NW,0.001,1.10781,0.45476
SB20121,NW,0.01,1.2488925,0.5565575
SB20121,NW,0.1,1.21916875,0.536245
SB20121,NW,1,1.2680452631578947,0.5353221052631579
SB20121,NW,10,1.3023052777777777,0.5481130555555556
SB20121,SE,1e-4,1.032045,0.49136500000000005
SB20121,SE,0.001,1.0484625,0.4937675
SB20121,SE,0.01,1.0681816666666666,0.4917266666666667
SB20121,SE,0.1,1.2742573333333334,0.5317626666666667
SB20121,SE,1,1.2726591666666667,0.53303125
SB20121,SE,10,1.338534864864865,0.5446218918918919
SB20121,x,100,1.335946181818182,0.5527581818181818
SB20122,NW,1e-4,0.8719733333333334,0.5205666666666666
SB20122,NW,0.001,0.79537875,0.52325875
SB20122,NW,0.01,0.92502,0.5125607692307692
SB20122,NW,0.1,0.8988109523809524,0.5122042857142857
SB20122,NW,1,0.9908802777777778,0.5094469444444445
SB20122,NW,10,1.0367381355932204,0.5109988135593221
SB20122,SE,1e-4,0.9477,0.51732
SB20122,SE,0.001,1.1874566666666666,0.4928366666666667
SB20122,SE,0.01,1.164982857142857,0.49537000000000003
SB20122,SE,0.1,1.1832411764705884,0.49242882352941175
SB20122,SE,1,1.112625,0.5071070588235295
SB20122,SE,10,1.1160572222222223,0.5057061111111111
SB20122,x,100,1.04301625,0.5179254545454546
SB20129,NW,1e-4,1.19482,0.5267550000000001
SB20129,NW,0.001,1.19482,0.5267550000000001
SB20129,NW,0.01,1.1707525,0.54464
SB20129,NW,0.1,1.15087875,0.527065
SB20129,NW,1,1.3191176470588235,0.512504705882353
SB20129,NW,10,1.2430114814814814,0.5231740740740741
SB20129,SE,1e-4,1.32495,0.5201100000000001
SB20129,SE,0.001,1.3457466666666666,0.51213
SB20129,SE,0.01,1.291498,0.511284
SB20129,SE,0.1,1.2396142857142858,0.5111828571428572
SB20129,SE,1,1.26101,0.511705
SB20129,SE,10,1.3144322222222222,0.5049896296296297
SB20129,x,100,1.2430648888888889,0.5268924444444445
SB20130,NW,1e-4,1.62797,0.59767
SB20130,NW,0.001,1.285005,0.57874
SB20130,NW,0.01,1.19917,0.55316
SB20130,NW,0.1,1.2333475,0.534435
SB20130,NW,1,1.221101,0.491186
SB20130,NW,10,1.2450555555555556,0.49704481481481483
SB20130,SE,1e-4,1.43863,0.46675
SB20130,SE,0.001,1.43863,0.46675
SB20130,SE,0.01,1.1675733333333334,0.48316000000000003
SB20130,SE,0.1,1.200094,0.489244
SB20130,SE,1,1.2242183333333334,0.47655416666666667
SB20130,SE,10,1.1558409090909092,0.4941668181818182
SB20130,x,100,1.10117625,0.514995
SB20136,NW,1e-4,1.01243,0.51564
SB20136,NW,0.001,1.14067,0.49395999999999995
SB20136,NW,0.01,1.2128375,0.53635
SB20136,NW,0.1,1.218732222222222,0.5296688888888889
SB20136,NW,1,1.1978466666666667,0.5124346666666667
SB20136,NW,10,1.1579976923076922,0.5098573076923076
SB20136,SE,0.001,1.24372,0.47792
SB20136,SE,0.01,1.220612,0.491042
SB20136,SE,0.1,1.1917081818181818,0.5179045454545455
SB20136,SE,1,1.167311,0.5155585
SB20136,SE,10,1.1570622580645162,0.5100319354838709
SB20136,x,100,1.158039,0.513413
SB20139,NE,1e-4,1.03206,0.52318
SB20139,NE,0.001,1.101655,0.516945
SB20139,NE,0.01,1.065084,0.52815
SB20139,NE,0.1,1.04606,0.546945
SB20139,NE,1,0.8872584615384616,0.5623638461538462
SB20139,NE,10,1.0053037931034483,0.5500106896551724
SB20139,SW,1e-4,1.085845,0.51507
SB20139,SW,0.001,1.1974550000000002,0.5066325
SB20139,SW,0.01,1.1717416666666667,0.5228583333333333
SB20139,SW,0.1,1.1751070000000001,0.517864
SB20139,SW,1,1.17783125,0.52870375
SB20139,SW,10,1.0701474193548388,0.5433387096774194
SB20139,x,100,1.0281998076923078,0.5588898076923077
SB20150,NW,1e-4,0.84924,0.49615
SB20150,NW,0.001,0.84924,0.49615
SB20150,NW,0.01,0.9772266666666667,0.50316
SB20150,NW,0.1,1.1109533333333335,0.49069833333333335
SB20150,NW,1,1.297234,0.479605
SB20150,NW,10,1.3551279999999999,0.48214866666666667
SB20150,SE,0.01,0.72817,0.47808
SB20150,SE,0.1,1.2368975,0.47043999999999997
SB20150,SE,1,1.4028566666666666,0.46241
SB20150,SE,10,1.2747907142857142,0.49656214285714284
SB20150,x,100,1.3829195652173913,0.4973521739130435
SB20152,NW,1e-4,1.42456,0.43769
SB20152,NW,0.001,1.7646600000000001,0.632385
SB20152,NW,0.01,1.55499,0.5819066666666667
SB20152,NW,0.1,1.4513383333333334,0.5524216666666667
SB20152,NW,1,1.4703564285714286,0.5183714285714286
SB20152,NW,10,1.4424238461538461,0.5539669230769231
SB20152,SE,1e-4,1.33588,0.47826
SB20152,SE,0.001,1.2986966666666666,0.46563333333333334
SB20152,SE,0.01,1.240382857142857,0.5202957142857143
SB20152,SE,0.1,1.387676,0.587898
SB20152,SE,1,1.3872506666666666,0.5452966666666667
SB20152,SE,10,1.45889,0.5651675
SB20152,x,100,1.4851056666666667,0.579929
SB20160,NW,0.01,1.5567366666666667,0.49616666666666664
SB20160,NW,0.1,1.250485,0.494875
SB20160,NW,1,1.439713125,0.489604375
SB20160,NW,10,1.4447062068965517,0.5144593103448276
SB20160,SE,1e-4,1.76268,0.42905
SB20160,SE,0.001,1.2123466666666667,0.47848999999999997
SB20160,SE,0.01,1.2809,0.49882
SB20160,SE,0.1,1.481035,0.48394916666666665
SB20160,SE,1,1.4240444444444444,0.4915733333333333
SB20160,SE,10,1.3916961764705882,0.515475
SB20160,x,100,1.3448802173913044,0.5309215217391304
SB20169,NE,1e-4,1.69163,0.51141
SB20169,NE,0.001,1.727155,0.47023000000000004
SB20169,NE,0.01,1.5321875,0.4536475
SB20169,NE,0.1,1.454878,0.479234
SB20169,NE,1,1.5012247619047618,0.48566809523809523
SB20169,NE,10,1.478864375,0.48892875
SB20169,SW,1e-4,1.909955,0.51154
SB20169,SW,0.001,1.661555,0.5386500000000001
SB20169,SW,0.01,1.4875028571428572,0.5238242857142857
SB20169,SW,0.1,1.492189090909091,0.4976481818181818
SB20169,SW,1,1.4264866666666667,0.4973522222222222
SB20169,SW,10,1.4680875757575758,0.49191
SB20169,x,100,1.3943229545454545,0.503091590909091
SB20172,NW,1e-4,1.26891,0.47228
SB20172,NW,0.001,1.03932,0.48836
SB20172,NW,0.01,1.228592,0.538564
SB20172,NW,0.1,1.2970826666666666,0.556138
SB20172,NW,1,1.2004804545454546,0.5525768181818181
SB20172,NW,10,1.2157469444444444,0.5452633333333333
SB20172,SE,1e-4,1.315755,0.491615
SB20172,SE,0.001,1.1733666666666667,0.4875933333333333
SB20172,SE,0.01,1.1972525,0.483765
SB20172,SE,0.1,1.2654333333333334,0.49654333333333334
SB20172,SE,1,1.2446804545454546,0.4970868181818182
SB20172,SE,10,1.187708947368421,0.5069615789473685
SB20172,x,100,1.1820465151515152,0.529570606060606
SB20178,NW,1e-4,1.58928,0.494415
SB20178,NW,0.001,1.3727575,0.5257625
SB20178,NW,0.01,1.3678033333333333,0.48739166666666667
SB20178,NW,0.1,1.3189477777777778,0.4680711111111111
SB20178,NW,1,1.3780742857142858,0.4613892857142857
SB20178,NW,10,1.3012005,0.47506
SB20178,SE,1e-4,1.29123,0.38361
SB20178,SE,0.001,1.29123,0.38361
SB20178,SE,0.01,1.4563,0.47296333333333335
SB20178,SE,0.1,1.4448042857142858,0.4769171428571429
SB20178,SE,1,1.36519,0.48184923076923075
SB20178,SE,10,1.3255142857142856,0.48346285714285714
SB20178,x,100,1.2643883333333332,0.5183253333333333
UA01,NW,1e-4,1.1679849999999998,0.422855
UA01,NW,0.001,1.0560733333333334,0.46224
UA01,NW,0.01,1.12384,0.543856
UA01,NW,0.1,1.138528,0.5351113333333334
UA01,NW,1,1.182435,0.55747
UA01,NW,10,1.1238697222222223,0.5529155555555556
UA01,SE,1e-4,1.1507966666666667,0.45825
UA01,SE,0.001,1.191505,0.479035
UA01,SE,0.01,1.21086,0.5113525
UA01,SE,0.1,1.124855882352941,0.5412376470588235
UA01,SE,1,1.12168,0.5451375
UA01,SE,10,1.1474420454545455,0.5458561363636364
UA01,x,100,1.1193012,0.5479428
UA02,NW,1e-4,1.210905,0.49323
UA02,NW,0.001,1.2868133333333334,0.48440333333333335
UA02,NW,0.01,1.2037775,0.4871375
UA02,NW,0.1,1.1305154545454545,0.4989618181818182
UA02,NW,1,1.0848415789473684,0.5134273684210526
UA02,NW,10,0.9589685294117647,0.5374723529411765
UA02,SE,0.001,1.2111450000000001,0.441935
UA02,SE,0.01,0.896312,0.515275
UA02,SE,0.1,0.8186747619047618,0.5317785714285714
UA02,SE,1,0.87297,0.54607325
UA02,SE,10,0.87297,0.54607325
UA02,x,100,0.9031344067796611,0.5559555932203389
UA03,NW,1e-4,1.11853,0.54816
UA03,NW,0.001,1.189544,0.505646
UA03,NW,0.01,1.196620909090909,0.51051
UA03,NW,0.1,1.1166292307692307,0.5153146153846154
UA03,NW,1,1.1290559259259259,0.5212337037037037
UA03,NW,10,1.0830049019607844,0.5407025490196079
UA03,SE,1e-4,1.1293042857142856,0.5140042857142857
UA03,SE,0.001,1.10660375,0.51441875
UA03,SE,0.01,1.160509,0.512349
UA03,SE,0.1,1.1068578571428571,0.5097328571428572
UA03,SE,1,1.0326168181818183,0.5191772727272728
UA03,SE,10,1.0773277142857143,0.5233085714285715
UA03,x,100,1.0588222972972974,0.5445982432432432
UA04,NW,0.01,1.2150866666666666,0.45270333333333335
UA04,NW,0.1,1.027214,0.5069790000000001
UA04,NW,1,1.0183515789473685,0.5249505263157895
UA04,NW,10,0.9613851612903226,0.528236129032258
UA04,SE,0.001,1.64404,0.7907
UA04,SE,0.01,1.233814,0.611262
UA04,SE,0.1,1.075448888888889,0.5944255555555555
UA04,SE,1,1.0336647826086955,0.5580004347826087
UA04,SE,10,1.09492975,0.55118225
UA04,x,100,1.0271665789473685,0.5648740789473684
UA05,NW,1e-4,1.2929249999999999,0.486775
UA05,NW,0.001,1.302595,0.4504725
UA05,NW,0.01,1.3033975,0.48711375
UA05,NW,0.1,1.1974192307692308,0.4959915384615385
UA05,NW,1,1.2167127777777778,0.4977422222222222
UA05,NW,10,1.2125826923076923,0.5038823076923077
UA05,SE,1e-4,1.14011,0.51296
UA05,SE,0.001,1.2079149999999998,0.43848
UA05,SE,0.01,1.189384,0.487302
UA05,SE,0.1,1.249851,0.491827
UA05,SE,1,1.1845457894736842,0.5030521052631579
UA05,SE,10,1.155017,0.5088893333333333
UA05,x,100,1.1351148780487805,0.5172624390243903
UA06,NW,1e-4,1.02512,0.51027
UA06,NW,0.001,1.1603750000000002,0.50762
UA06,NW,0.01,1.33276,0.49846
UA06,NW,0.1,1.1230052941176472,0.5375729411764706
UA06,NW,1,1.0938330434782608,0.53277
UA06,NW,10,1.0860631707317072,0.5278578048780488
UA06,SE,1e-4,1.1710099999999999,0.5620050000000001
UA06,SE,0.001,1.2347825000000001,0.561395
UA06,SE,0.01,1.1248833333333335,0.5448816666666667
UA06,SE,0.1,0.963085,0.5442083333333333
UA06,SE,1,0.9797968181818182,0.5454436363636364
UA06,SE,10,0.98753,0.5403454545454546
UA06,x,100,1.0139341269841269,0.547739365079365
UA07,NW,1e-4,1.03747,0.4833
UA07,NW,0.001,1.2506966666666666,0.4899016666666667
UA07,NW,0.01,1.192501,0.484441
UA07,NW,0.1,1.0767333333333333,0.49401833333333334
UA07,NW,1,1.0802126666666667,0.5084286666666666
UA07,NW,10,1.1527419565217392,0.5259734782608696
UA07,SE,1e-4,1.324102,0.523142
UA07,SE,0.001,1.324102,0.523142
UA07,SE,0.01,1.2146542857142857,0.5362428571428571
UA07,SE,0.1,1.19809,0.5154321052631579
UA07,SE,1,1.1589104,0.5205812
UA07,SE,10,1.1419107894736842,0.5279386842105264
UA07,x,100,1.1523258108108108,0.536647972972973
UA08,NW,1e-4,1.17794,0.49334
UA08,NW,0.001,1.17794,0.49334
UA08,NW,0.01,1.1899133333333334,0.49121000000000004
UA08,NW,0.1,1.0720254545454546,0.5011318181818182
UA08,NW,1,1.049121851851852,0.5172992592592592
UA08,NW,10,1.118555,0.5389969047619048
UA08,SE,1e-4,0.631995,0.5421400000000001
UA08,SE,0.001,0.898216,0.528634
UA08,SE,0.01,1.0183791666666666,0.5391508333333334
UA08,SE,0.1,1.0074085,0.52366
UA08,SE,1,1.0158166666666666,0.5265913333333333
UA08,SE,10,1.0929928260869566,0.5276206521739131
UA08,x,100,1.104219493670886,0.5455284810126583
UA09,NW,1e-4,1.39299,0.574615
UA09,NW,0.001,1.39299,0.574615
UA09,NW,0.01,1.3757133333333333,0.5466933333333334
UA09,NW,0.1,1.323553076923077,0.5091615384615384
UA09,NW,1,1.222120606060606,0.5140651515151515
UA09,NW,10,1.1765839215686273,0.5248890196078432
UA09,SE,1e-4,1.45207,0.469665
UA09,SE,0.001,1.398288,0.48062
UA09,SE,0.01,1.3602375,0.48131625
UA09,SE,0.1,1.1451253333333333,0.522338
UA09,SE,1,1.098591923076923,0.5309073076923077
UA09,SE,10,1.161364,0.5307677777777777
UA09,x,100,1.1809986842105262,0.5425569736842105
UA10,NW,1e-4,0.9759733333333334,0.5100966666666666
UA10,NW,0.001,1.0224600000000001,0.5185166666666667
UA10,NW,0.01,1.083357142857143,0.5186314285714286
UA10,NW,0.1,1.1432740000000001,0.523325
UA10,NW,1,1.1653857894736843,0.5285494736842106
UA10,NW,10,1.129759,0.5258183333333334
UA10,SE,1e-4,1.2868766666666667,0.5679866666666666
UA10,SE,0.001,1.0898,0.555984
UA10,SE,0.01,1.13104,0.5683050000000001
UA10,SE,0.1,1.1547966666666667,0.5468358333333333
UA10,SE,1,1.1143861904761905,0.5219580952380952
UA10,SE,10,1.1547089473684211,0.5313773684210527
UA10,x,100,1.1303962903225806,0.5428254838709677
UA11,NW,1e-4,1.56279,0.48077
UA11,NW,0.001,1.1705333333333332,0.5121766666666667
UA11,NW,0.01,1.145864,0.530452
UA11,NW,0.1,1.09044,0.5123
UA11,NW,1,1.0660924999999999,0.50596375
UA11,NW,10,1.03513,0.5136030769230769
UA11,SE,1e-4,0.744645,0.5317700000000001
UA11,SE,0.001,1.037372,0.498024
UA11,SE,0.01,1.0505466666666667,0.5031933333333334
UA11,SE,0.1,1.1586666666666667,0.4986555555555556
UA11,SE,1,1.1290573684210525,0.4940342105263158
UA11,SE,10,1.0254927777777778,0.5139977777777778
UA11,x,100,0.9758232075471698,0.5201152830188679
UA12,NW,1e-4,1.0346166666666667,0.49554000000000004
UA12,NW,0.001,1.08492,0.500372
UA12,NW,0.01,1.1021766666666668,0.49368
UA12,NW,0.1,1.068598,0.505726
UA12,NW,1,1.210493125,0.497640625
UA12,NW,10,1.1848836666666667,0.5130183333333334
UA12,SE,1e-4,1.410925,0.54169
UA12,SE,0.001,1.4200675,0.51728
UA12,SE,0.01,1.3880433333333333,0.5523016666666667
UA12,SE,0.1,1.263515,0.5433233333333334
UA12,SE,1,1.2338866666666666,0.5329405555555555
UA12,SE,10,1.19815,0.5504994594594594
UA12,x,100,1.2052033333333334,0.5446746031746031
UA13,NW,1e-4,0.46417,0.55327
UA13,NW,0.001,0.7638433333333333,0.5331433333333333
UA13,NW,0.01,0.9350674999999999,0.5296875
UA13,NW,0.1,1.098623076923077,0.5032361538461538
UA13,NW,1,1.136976923076923,0.507435
UA13,NW,10,1.1742276315789473,0.5104636842105263
UA13,SE,1e-4,1.2693699999999999,0.5168833333333334
UA13,SE,0.001,1.275935,0.5139050000000001
UA13,SE,0.01,1.10143,0.51145875
UA13,SE,0.1,1.0954869999999999,0.5108360000000001
UA13,SE,1,1.106297619047619,0.5094190476190477
UA13,SE,10,1.1714244736842105,0.5154263157894737
UA13,x,100,1.1761030357142856,0.5238157142857143
UA14,NW,1e-4,1.26608,0.512475
UA14,NW,0.001,1.3130333333333333,0.52063
UA14,NW,0.01,1.36794,0.5590214285714286
UA14,NW,0.1,1.3604020000000001,0.5446046666666666
UA14,NW,1,1.3587495833333334,0.5443833333333333
UA14,NW,10,1.2897634146341463,0.5449419512195122
UA14,SE,1e-4,1.13873,0.473725
UA14,SE,0.001,1.19103,0.48414
UA14,SE,0.01,1.245905,0.549964
UA14,SE,0.1,1.295628,0.528961
UA14,SE,1,1.278008275862069,0.53681
UA14,SE,10,1.2485913636363637,0.5412229545454545
UA14,x,100,1.234258695652174,0.5545518840579711
UA15,NW,1e-4,0.78619000000000006,0.536688
UA15,NW,0.001,0.78619000000000006,0.536688
UA15,NW,0.01,0.9160025,0.54513875
UA15,NW,0.1,0.8685242105263158,0.5458252631578947
UA15,NW,1,0.9167034375,0.550120625
UA15,NW,10,0.9387901923076923,0.5399682692307692
UA15,SE,1e-4,0.9370285714285714,0.53453
UA15,SE,0.001,0.9759909090909091,0.5235172727272728
UA15,SE,0.01,1.0348315384615385,0.5213046153846154
UA15,SE,0.1,1.0444126315789475,0.5214126315789473
UA15,SE,1,1.0912533333333334,0.5226618181818182
UA15,SE,10,1.0387759615384615,0.5246
UA15,x,100,0.9960854430379746,0.5358955696202532
UA16,NW,1e-4,1.081075,0.504885
UA16,NW,0.001,1.1693866666666666,0.53235
UA16,NW,0.01,1.255055,0.51764
UA16,NW,0.1,1.2690275,0.5300325
UA16,NW,1,1.1965285,0.5455965
UA16,NW,10,1.2101186206896553,0.5428906896551724
UA16,SE,1e-4,1.22943,0.518575
UA16,SE,0.001,1.2281875,0.5141575
UA16,SE,0.01,1.32694,0.523992
UA16,SE,0.1,1.3772175,0.54013625
UA16,SE,1,1.2821113333333334,0.5404393333333334
UA16,SE,10,1.1747832258064517,0.5513587096774194
UA16,x,100,1.1704734615384615,0.5535932692307692
UA17,NW,1e-4,1.06334,0.46781
UA17,NW,0.001,1.06334,0.46781
UA17,NW,0.01,1.045284,0.492698
UA17,NW,0.1,1.02354,0.500442
UA17,NW,1,1.1158703846153846,0.4993446153846154
UA17,NW,10,1.1274533333333334,0.5008900000000001
