type,series,richness_type,c,z,p_value_slope,r_squared
cover,NFD21_07,non_native,3.5549966197049376,-4.573744266728121e-7,0.9999996137539986,-8.738121337614757e-12
cover,NFD21_07,invasive,NA,NA,NA,NA
cover,NFD21_08,total_species,NA,NA,NA,NA
cover,NFD21_08,native,NA,NA,NA,NA
cover,NFD21_08,non_native,0.04999972979955682,5.706598721580847e-7,0.9999995241899021,-2.0581536475106077e-11
cover,NFD21_08,invasive,NA,NA,NA,NA
cover,NFD21_09,total_species,NA,NA,NA,NA
cover,NFD21_09,native,NA,NA,NA,NA
cover,NFD21_09,non_native,1.7500000211957247,-1.8166711130887915e-9,0.9999999956184316,-2.220446049250313e-16
cover,NFD21_09,invasive,NA,NA,NA,NA
cover,NFD21_10,total_species,NA,NA,NA,NA
cover,NFD21_10,native,NA,NA,NA,NA
cover,NFD21_10,non_native,3.00000000139838,-7.148654580786771e-9,0.9999999945230392,-1.7763568394002505e-15
cover,NFD21_10,invasive,NA,NA,NA,NA
cover,NFD21_11,total_species,64.44969105728184,0.005293112607749555,0.961782504020797,0.003585233320262282
cover,NFD21_11,native,64.44969105728184,0.005293112607749555,0.961782504020797,0.003585233320262282
cover,NFD21_11,non_native,NA,NA,NA,NA
cover,NFD21_11,invasive,NA,NA,NA,NA
cover,NFD21_12,total_species,NA,NA,NA,NA
cover,NFD21_12,native,NA,NA,NA,NA
cover,NFD21_12,non_native,0.009999931932573845,7.370680292545419e-7,0.9999993795644824,-3.193023623282443e-11
cover,NFD21_12,invasive,NA,NA,NA,NA
cover,NFD21_13,total_species,NA,NA,NA,NA
cover,NFD21_13,native,NA,NA,NA,NA
cover,NFD21_13,non_native,NA,NA,NA,NA
cover,NFD21_13,invasive,NA,NA,NA,NA
cover,NFD21_14,total_species,72.11219478709467,0.002389443435744409,0.9942287967328757,8.201300111743137e-5
cover,NFD21_14,native,72.11219478709467,0.002389443435744409,0.9942287967328757,8.201300111743137e-5
cover,NFD21_14,non_native,NA,NA,NA,NA
cover,NFD21_14,invasive,NA,NA,NA,NA
cover,NFD21_15,total_species,NA,NA,NA,NA
cover,NFD21_15,native,NA,NA,NA,NA
cover,NFD21_15,non_native,NA,NA,NA,NA
cover,NFD21_15,invasive,NA,NA,NA,NA
cover,NFD21_16,total_species,69.10728881801977,0.002492192387064651,0.9955332309024302,4.91358376586426e-5
cover,NFD21_16,native,69.00729209877491,0.0024957728807027805,0.9955332161184467,4.9135837658420556e-5
cover,NFD21_16,non_native,NA,NA,NA,NA
cover,NFD21_16,invasive,NA,NA,NA,NA
cover,NFD21_17,total_species,NA,NA,NA,NA
cover,NFD21_17,native,NA,NA,NA,NA
cover,NFD21_17,non_native,NA,NA,NA,NA
cover,NFD21_17,invasive,NA,NA,NA,NA
cover,NFD21_18,total_species,NA,NA,NA,NA
cover,NFD21_18,native,NA,NA,NA,NA
cover,NFD21_18,non_native,NA,NA,NA,NA
cover,NFD21_18,invasive,NA,NA,NA,NA
cover,NFD21_20,total_species,68.97807089070734,4.400593087229519e-4,0.9985847567730846,4.9401666822879164e-6
cover,NFD21_20,native,68.97807089070734,4.400593087229519e-4,0.9985847567730846,4.9401666822879164e-6
cover,NFD21_20,non_native,NA,NA,NA,NA
cover,NFD21_20,invasive,NA,NA,NA,NA
cover,NFD21_21,total_species,NA,NA,NA,NA
cover,NFD21_21,native,NA,NA,NA,NA
cover,NFD21_21,non_native,NA,NA,NA,NA
cover,NFD21_21,invasive,NA,NA,NA,NA
cover,NFD21_23,total_species,NA,NA,NA,NA
cover,NFD21_23,native,NA,NA,NA,NA
cover,NFD21_23,non_native,NA,NA,NA,NA
cover,NFD21_23,invasive,NA,NA,NA,NA
cover,NFD21_24,total_species,NA,NA,NA,NA
cover,NFD21_24,native,NA,NA,NA,NA
cover,NFD21_24,non_native,NA,NA,NA,NA
cover,NFD21_24,invasive,NA,NA,NA,NA
cover,NFD21_26,total_species,NA,NA,NA,NA
cover,NFD21_26,native,NA,NA,NA,NA
cover,NFD21_26,non_native,NA,NA,NA,NA
cover,NFD21_26,invasive,NA,NA,NA,NA
cover,NFD21_27,total_species,NA,NA,NA,NA
cover,NFD21_27,native,NA,NA,NA,NA
cover,NFD21_27,non_native,NA,NA,NA,NA
cover,NFD21_27,invasive,NA,NA,NA,NA
cover,NFD21_28,total_species,NA,NA,NA,NA
cover,NFD21_28,native,NA,NA,NA,NA
cover,NFD21_28,non_native,NA,NA,NA,NA
cover,NFD21_28,invasive,NA,NA,NA,NA
cover,NFD21_30,total_species,NA,NA,NA,NA
cover,NFD21_30,native,NA,NA,NA,NA
cover,NFD21_30,non_native,NA,NA,NA,NA
cover,NFD21_30,invasive,NA,NA,NA,NA
cover,NFD21_31,total_species,NA,NA,NA,NA
