series,dataset,subplot,habitat_group,economic_use,zonality,lon,lat,altitude,BIO1,BIO12,BIO7,BIO15,pH,depth_mean,cover_herbs,cover_herbs_sum,inclination,heat_index,cover_litter,grazing,grazing_intencity,mowing,burning,abandonment,build_up_5km,built_up_2km,deph_SD,microrelief,cover_stones,cover_gravel,cover_soil,cover_shrub_total,sand,silt,clay,conductivity,Corg,roads,footprint_values,cover_gravel_stones
NFD21_20,8,NE,alpine,0,1,24.539836,48.121647,1773,5,1508,289,34,4.24,13,80,87.221,26,-0.344879021,20,0,0,0,0,0,0.036343161,0,15.71623365,NA,10,2,88,5.121,49.5,39.6,10.9,161.3,1.128,0,12,12
NFD21_20,8,SW,alpine,0,1,24.539724,48.121595,1774.4,5,1508,289,34,4.31,5.3,60,50.765,40,-0.593333039,50,0,0,0,0,0,0.035458819,0,5.333854141,12,10,5,85,1.1,48,42,10,142.2,0.936,0,12,15
NFD21_26,8,NW,alpine,0,1,24.203616,48.265628,1719,9,1426,289,30,3.81,39,60,46.6,5,0.086159514,80,1,1,0,0,0,0.123493361,0.001921845,9.486832981,12,0,0,100,2.5,13,71.1,15.9,180.1,3.636,31,12,0
NFD21_26,8,SE,alpine,0,1,24.203749,48.265523,1714,9,1426,289,30,3.81,43.4,65,47.11,9,-0.054170669,40,1,1,0,0,0,0.123480748,0.001921845,3.911521443,11,0,0,100,1,13,71.1,15.9,180.1,3.636,31,12,0
NFD21_28,8,NW,alpine,0,1,24.229519,48.237016,1638.4,9,1397,289,33,4.43,28.6,85,93.7,16,NA,10,0,0,0,0,0,0.118984231,0.707829408,12.81795616,2,0,0,100,3.5,11,73.6,15.4,225,3.324,8,12,0
NFD21_28,8,SE,alpine,0,1,24.229513,48.236958,1638,9,1397,289,33,4.59,25.4,90,109.51,15,NA,90,0,0,0,0,0,0.118959869,0.707379135,7.987490219,NA,0,0,100,0.01,9,85.6,5.4,344,6.336,8,12,0
NFD21_33,8,NW,alpine,0,1,24.231072,48.224267,1805,3,1478,289,31,4.13,12,60,82,30,-0.576998563,2,0,0,0,0,0,0.119337356,0,4.636809248,10,30,30,40,22,18,68.4,13.6,177.7,3.216,8,12,60
NFD21_33,8,SE,alpine,0,1,24.231183,48.224149,1802,3,1478,289,31,4.11,9.6,80,96.111,22,-0.285689684,30,0,0,0,0,0,0.119471744,0,3.577708764,NA,10,5,85,18.001,20,66.6,13.4,115.1,3.528,8,12,15
NFD21_21,8,NE,alpine,1,1,24.53407,48.122047,1798.6,5,1508,289,34,4.25,36.2,80,107.005,30,-0.110163625,0,0,0,0,0,0,0.035469692,0,9.859006035,16,10,0,90,55,10,85.5,4.5,180,7.92,0,12,10
NFD21_21,8,SW,alpine,1,1,24.53394,48.12202,1798,5,1508,289,34,4.15,29.4,85,117,40,5.14e-17,0,0,0,0,0,0,0.035462443,0,8.561541917,NA,5,0,95,36,10.5,85,4.5,182,6.984,0,12,5
NFD21_24,8,NW,alpine,1,1,24.231134,48.235788,1674,9,1397,289,33,5.26,9.6,85,92.515,8,-0.012248941,90,0,0,0,0,0,0.118833163,0.708280255,4.50555213,NA,5,1,94,23.5,12.5,70.3,17.2,218,1.884,8,12,6
NFD21_24,8,SE,alpine,1,1,24.231236,48.235649,1685.6,9,1397,289,33,5.26,17.2,70,91.12,10,NA,10,0,0,0,0,0,0.118821001,0.708280255,11.62755348,6,5,1,94,25.01,12.5,70.3,17.2,218,1.884,8,12,6
NFD21_27,8,NW,alpine,1,1,24.229663,48.232772,1805.2,4,1459,289,32,3.8,32.6,80,90,0,0,80,0,0,0,0,1,0.119664244,0.538216561,8.324662155,NA,0,0,100,2,10.5,70.4,19.1,243,4.116,8,12,0
NFD21_27,8,SE,alpine,1,1,24.229522,48.232266,1745.2,4,1459,289,32,3.99,26.4,90,94.6,0,0,80,0,0,0,0,1,0.119358791,0.515384615,4.277849927,4,0,0,100,1.1,11.8,70.1,18.1,292,4.788,8,12,0
NFD21_30,8,NW,alpine,1,1,24.230377,48.225048,1785.6,4,1459,289,32,4.34,39.6,95,94.001,6,-0.032478995,90,0,0,0,0,0,0.119483977,0.002544529,21.05469069,23,1,0,99,22,4,78.3,17.7,248,4.104,8,12,1
NFD21_30,8,SE,alpine,1,1,24.230508,48.224942,1795,4,1459,289,32,4.05,43.4,90,107.1,20,-0.257365821,20,0,0,0,0,0,0.119166752,0,18.86266153,30,0,0,100,26,5.5,86.8,7.7,189.3,3.108,8,12,0
NFD21_11,7,NE,alpine,1,1,24.89699,47.80454,1554,18,1185,291,43,6.43,7.2,60,72.94,35,-0.693393167,10,0,0,0,0,1,0.001739664,0,1.76,12,15,10,75,2.1,46.5,44.9,8.6,326,3.024,0,8,25
NFD21_11,7,SW,alpine,1,1,24.8969,47.80443,1561,18,1185,291,43,6.48,7.3,40,57.54,26,-0.452217781,10,0,0,0,0,1,0.001736466,0,4.76,15.5,5,40,55,2.1,45,45.5,9.5,310,2.856,0,8,45
NFD21_12,7,NW,alpine,1,1,24.89631,47.804159,1569,18,1185,291,43,7.2,22.2,95,84.85,15,NA,25,1,2,0,0,0,0.001737531,0,3.04,9,0,0,100,7.5,28,62,10,329,3.684,0,12,0
NFD21_12,7,SE,alpine,1,1,24.896495,47.80406,1566,18,1185,291,43,7.13,24,95,101.22,12,0.169755218,80,1,2,0,0,0,0.001738419,0,4,11,0,0,100,0.5,29,64.2,6.8,315,3.636,0,12,0
NFD21_31,8,NW,alpine,1,1,24.233299,48.228893,1635,11,1367,290,33,4.99,27.8,90,90.5,42,-0.078475383,15,0,0,0,0,0,0.11935715,0.08859146,12.13260071,15,5,5,90,10,39,51.9,9.1,126.4,3.168,8,12,10
NFD21_31,8,SE,alpine,1,1,24.233406,48.228817,1611,11,1367,290,33,5.04,18.4,90,86.171,21,0.376811372,70,0,0,0,0,0,0.11924729,0.088647959,14.11736519,17,5,0,95,1.01,40,50.5,9.5,161.3,2.748,8,12,5
NFD21_01,7,NW,fringe,1,0,29.066709,48.876309,182,87,546,312,36,6.86,NA,99,97.01,40,-0.380943261,90,0,0,0,0,1,3.226374526,7.808917197,NA,11,0,0,100,3,55.5,35,9.5,213,2.124,527,27,0
NFD21_01,7,SE,fringe,1,0,29.06686,48.876023000000004,196,87,546,312,36,6.74,7.5,100,79.82,38,-0.354696252,10,0,0,0,0,1,3.231469175,7.845268542,1.6,NA,0,0,100,5,46,39,15,177.3,2.304,527,27,0
NFD21_17,7,NW,fringe,1,0,25.00524,47.74097,1141,43,757,296,45,6.5,55.3,100,107.23,10,0.175656003,10,0,0,1,0,0,0.010325087,0.021113244,10.28,4,0,0,100,0,8,66.6,25.4,299,4.068,178,15,0
NFD21_17,7,SE,fringe,1,0,25.00528,47.74086,1142,43,757,296,45,6.55,48.4,100,149.91,8,0.140455221,15,0,0,1,0,0,0.010313489,0.021086262,1.92,2,0,0,100,0,46.5,28.6,24.9,294.2,2.916,178,15,0
NFD21_18,7,NW,fringe,1,0,25.004998,47.739527,1114,43,757,296,45,6.68,44.8,99,116.82,5,0.022643732,95,0,0,1,0,0,0.010340944,0.020369192,2.16,5,0,0,100,0,20,60.9,19.1,197.7,3.324,178,15,0
NFD21_18,7,SE,fringe,1,0,25.005071,47.739385,1155,43,757,296,45,6.68,46.6,100,53.41,15,0.199125056,50,0,0,1,0,0,0.010339885,0.020369192,3.68,8,0,0,100,0,20,60.9,19.1,197.7,3.324,178,15,0
NFD21_13,7,NW,fringe,1,0,24.88829,47.80614,1562,19,1219,292,42,6.07,25.3,100,107.12,7,-0.100579224,90,0,0,0,0,1,0,0,3.04,4,0,0,100,0,0,99.1,0.9,823,5.076,0,12,0
NFD21_13,7,SE,fringe,1,0,24.88834,47.806,1565,19,1219,292,42,6.1,26.2,100,87.61,10,-0.030618859,15,0,0,0,0,1,0,0,3.44,6.5,0,0,100,0,0.3,90.2,9.5,527,4.5,0,12,0
NFD21_14,7,NW,fringe,1,0,24.888016,47.806082,1564,19,1219,292,42,6.41,22.2,98,98.01,7,0.111280604,70,0,0,0,0,1,0,0,4.24,8,0,0,100,0.5,0.5,91.3,8.2,673,7.74,0,12,0
NFD21_14,7,SE,fringe,1,0,24.88815,47.80592,1562,19,1219,292,42,6.41,17.6,95,47.01,12,0.121917435,50,0,0,0,0,1,0,0,0.72,10,0,0,100,5,0.5,91.3,8.2,673,7.74,0,12,0
NFD21_23,8,NE,fringe,1,0,24.534995,48.155687,1481.1,24,1108,292,37,4.07,41.2,85,78.126,20,0.243543624,80,0,0,0,0,0,0.069113588,0.217113665,9.121403401,16,0,0,100,4.005,3,82.9,14.1,262.3,5.004,0,5,0
NFD21_23,8,NW,fringe,1,0,24.53477,48.15578,1419.2,24,1108,292,37,3.99,39.8,90,71.106,17,0.042549487,80,0,0,0,0,0,0.069233921,0.216698534,11.96662024,14,0,0,100,3.101,10,77.3,12.7,274,3.144,0,5,0
NFD21_34,8,NW,fringe,1,0,24.235323,48.231115,1566.1,11,1367,290,33,4.99,29.6,90,103.21,22,-0.259703052,90,1,1,0,0,0,0.119308298,0.530573248,4.335896678,22,7,0,93,3.2,0.1,86.8,13.1,175.1,3.888,8,12,7
NFD21_34,8,SE,fringe,1,0,24.23541,48.23098,1564,11,1367,290,33,4.99,23,80,103.85,17,-0.244167379,10,1,1,0,0,0,0.119161983,0.533290653,20.43587532,11,50,30,20,0.91,0.1,86.8,13.1,175.1,3.888,8,12,80
NFD21_37,8,NW,heats,1,1,24.501812,51.482321,159,80,571,291,33,5.39,31.2,60,71.84,0,0,10,1,1,0,0,0,0.65256921,1.560179257,5.630275304,7,0,0,100,0.11,95,2.7,2.3,178.7,0.444,280,9,0
NFD21_37,8,SE,heats,1,1,24.501975,51.482221,145,80,571,291,33,5.39,38,70,80.52,0,0,20,1,1,0,0,0,0.651360196,1.557188498,15.5241747,7,0,0,100,0,95,2.7,2.3,178.7,0.444,280,9,0
NFD21_39,8,NW,heats,1,1,25.929288,51.008612,157.6,79,573,295,35,5.36,35.2,85,98.24,0,0,NA,1,1,0,0,0,0.568583393,0,6.723094526,14,0,0,100,0,63,32,5,156.8,0.504,286,6,0
NFD21_39,8,SE,heats,1,1,25.929227,51.008478,172.8,79,573,295,35,5.46,40.8,99,100.31,0,0,80,1,1,0,0,0,0.557804354,0,8.288546314,8,0,0,100,0,62.8,33.3,3.9,140,0.408,286,6,0
UA_MJ_02,2,NW,mesic,1,0,24.89266,47.80553,1512,18,1185,291,43,6.81,NA,95,84.6,15,0.172234421,2,1,2,0,0,0,7.16e-4,0,NA,8,0,0,100,0.1,37.125,54.15,8.725,320,3.3,0,12,0
UA_MJ_02,2,SE,mesic,1,0,24.89244,47.80552,1510,18,1185,291,43,6.81,NA,97,136.8,10,0.135074304,3,1,2,0,0,0,7.16e-4,0,NA,8,0,0,100,0,37.125,54.15,8.725,320,3.3,0,12,0
UA_MJ_05,2,NW,mesic,1,0,24.96938,47.79617,1021,48,812,296,45,5.79,NA,90,118.2,25,0.459223397,0,1,1,0,0,0,0.00624616,0.018506701,NA,30,0,0,100,0.1,31.25,56,12.75,315,3.15,14,12,0
UA_MJ_05,2,SE,mesic,1,0,24.96948,47.7961,1025,48,812,296,45,5.79,NA,90,112.3,20,0.363471426,0,1,1,0,0,0,0.006243603,0.01845958,NA,28,5,0,95,0,31.25,56,12.75,315,3.15,14,12,5
NFD21_09,7,NW,mesic,1,0,24.975608,47.79548,1105,43,858,296,44,5.07,50.6,95,110.57,19,0.343017343,15,1,1,0,0,0,0.006235944,0.019820972,18.56,6,0,0,100,0,24,70.1,5.9,264,2.964,14,19,0
NFD21_09,7,SE,mesic,1,0,24.97647,47.79536,1103,43,858,296,44,5.12,42.6,80,105.31,26,0.480322835,NA,1,1,0,0,0,0.006241686,0.019783025,6.72,9,NA,NA,NA,0,46,40.9,13.1,241,2.844,14,19,NA
NFD21_10,7,NW,mesic,1,0,24.97006,47.79657,1043,48,812,296,45,5.8,18.2,98,85.05,22,0.330958909,5,1,1,0,0,0,0.006234032,0.018530351,6.16,7,5,0,95,0.01,30.5,54.4,15.1,334,2.88,14,12,5
NFD21_10,7,SE,mesic,1,0,24.970491,47.796481,1040,48,812,296,45,5.78,32.6,95,114.14,19,0.332594934,10,1,1,0,0,0,0.006235944,0.018554063,23.92,12,0,0,100,0,32,57.6,10.4,296,3.42,14,12,0
NFD21_35,8,NW,mesic,1,0,24.990724,51.866574,144,78,583,293,32,5.65,80,90,86.6,1,0.010011814,NA,1,2,0,0,0,0.5771627,3.291479821,0,4,NA,NA,NA,0,70,25.5,4.5,484,2.28,197,15,NA
NFD21_35,8,SE,mesic,1,0,24.990867,51.866455,138.8,78,585,293,32,5.6,80,97,137.1,0,0,0,1,2,0,0,0,0.5771627,3.293589744,0,3,0,0,100,0,70.7,24.8,4.5,450,1.368,197,15,0
UA_MJ_04,2,NW,mesic,1,0,24.95897,47.80702,970,49,773,296,43,NA,NA,93,104.1,43,-0.692993761,10,0,0,1,0,0,0.005418669,0.0128123,NA,14,0.5,1,98.5,0.8,NA,NA,NA,NA,NA,14,8,1.5
UA_MJ_04,2,SE,mesic,1,0,24.95891,47.80693,968,49,773,296,43,NA,NA,92,118.2,45,-0.258819045,0,0,0,1,0,0,0.005418669,0.012779553,NA,20,1,2,97,0,NA,NA,NA,NA,NA,14,8,3
UAS36,6,NW,mesic,1,0,31.673351,46.47001,1,110,386,307,19,7.02,71.2,60,68.04,0,0,45,1,1,0,0,0,0.72854641,1.285251216,3.768288736,6,0,0,100,0,88,7.5,4.5,198.4,0.516,520,6,0
UAS36,6,SE,mesic,1,0,31.673445,46.469907,1,110,386,307,19,7.12,13.6,60,58.922,0,0,80,1,1,0,0,0,0.729984646,1.285251216,3.646916506,NA,0,0,100,0,90,4.6,5.4,137.3,0.612,520,6,0
NFD21_59,7,NE,mesic,1,0,30.604314,50.584496,95,82,581,320,29,NA,55,97,98.91,2,-0.024692713,50,0,0,0,0,1,17.49534146,5.266369994,30,3,0,0,100,0,NA,NA,NA,NA,NA,1072,22,0
NFD21_59,7,SW,mesic,1,0,30.604141,50.584498,95,82,581,320,29,NA,NA,98,103.2,3,0.037057896,80,0,0,0,0,1,17.5824479,5.303457106,NA,7,0,0,100,2,NA,NA,NA,NA,NA,1072,22,0
NFD21_60,7,NW,mesic,1,0,30.616526,50.58122,96,82,584,320,30,NA,95,80,115.8,0,0,30,0,0,0,0,1,18.97978148,1.201411161,0,7,0,0,100,0,NA,NA,NA,NA,NA,1528,19,0
NFD21_60,7,SE,mesic,1,0,30.616723,50.581167,96,82,584,320,30,NA,95,92,97.91,0,0,50,0,0,0,0,1,19.01471791,1.197570332,0,5,0,0,100,0,NA,NA,NA,NA,NA,1528,19,0
UA_MJ_01,2,NW,mesic,1,0,24.88884,47.80578,1556,19,1219,292,42,6.193333333,NA,98,140.7,20,-0.094202428,5,0,0,0,0,1,0,0,NA,7,0,0,100,0.6,0.266666667,93.53333333,6.2,674.3333333,5.772,0,12,0
UA_MJ_01,2,SE,mesic,1,0,24.889,47.80568,1553,19,1219,292,42,6.193333333,NA,95,103.3,20,-0.094202428,70,0,0,0,0,1,0,0,NA,8,0,0,100,0.6,0.266666667,93.53333333,6.2,674.3333333,5.772,0,12,0
UA_MJ_03,2,NW,mesic,1,0,24.99664,47.74323,1169,40,757,295,45,5.8875,NA,95,129.1,25,0.008138191,25,0,0,1,0,0,0.010837338,0.02240717,NA,25,0,0,100,0,39.625,43.05,17.325,197.65,3.144,1,15,0
UA_MJ_03,2,SE,mesic,1,0,24.99684,47.74312,1162,40,757,295,45,5.8875,NA,98,108.6,28,0.027827522,50,0,0,1,0,0,0.010832908,0.02240717,NA,NA,0,0,100,0,39.625,43.05,17.325,197.65,3.144,1,15,0
NFD21_15,7,NW,mesic,1,0,24.98911,47.73845,1120,41,767,295,46,6.24,15,85,103.71,25,0.381976871,15,0,0,0,0,1,0.010324031,0.020473448000000002,5.6,9,10,0,90,0,25.5,51.4,23.1,205,3.756,1,12,10
NFD21_15,7,SE,mesic,1,0,24.98922,47.73836,1114,41,767,295,46,6.35,34.4,95,83.45,25,0.381976871,50,0,0,0,0,1,0.010335653,0.020395156,10.08,4,0,0,100,0,25,55.5,19.5,167.6,2.448,1,12,0
NFD21_16,7,NW,mesic,1,0,24.990011,47.738881,1122,41,767,295,46,5.55,28.6,90,102.45,10,-0.015367909,85,0,0,1,0,0,0.010333538,0.020434227,11.52,6,0,0,100,0,50,36.9,13.1,193,3.708,1,12,0
NFD21_16,7,SE,mesic,1,0,24.990121,47.7387,1164,41,767,295,46,5.41,49.8,NA,36.56,10,0.159806516,50,0,0,1,0,0,0.010330367,0.020382166,8.56,7,0,0,100,0,58,28.4,13.6,225,2.664,1,12,0
UA01,1,NW,meso-xeric,1,1,29.07154,48.87309,179,87,572,312,37,7.32,NA,92,134.3,24,-0.420971992,12,0,0,0,1,0,3.316601922,8.145047923,NA,5,0,0,2,0,45,40,15,90,1.535222781,527,23,0
UA01,1,SE,meso-xeric,1,1,29.07162,48.87301,178,87,572,312,37,6.91,NA,90,134.6,17,-0.295313161,10,0,0,0,1,0,3.31799591,8.083014049,NA,2.5,0,0,5,0,30,35,35,115,1.967546495,527,23,0
UA02,1,NW,meso-xeric,1,1,29.11111,48.79347,188,89,540,313,37,6.72,NA,95,171.5,27,-0.507586551,0,0,0,0,1,0,2.674409086,1.286806883,NA,2,0,0,0,1.5,20,60,20,126,2.989811971,370,11,0
UA02,1,SE,meso-xeric,1,1,29.11128,48.79348,183,89,540,313,37,6.44,NA,95,151.2,33,-0.646936401,4,0,0,0,1,0,2.677979963,1.264404609,NA,2,0,0,7,9.8,20,60,20,90,3.220676894,370,11,0
UA03,1,NW,meso-xeric,1,1,29.3272,48.57477,162,90,528,315,37,6.1,NA,100,96.5,7,-0.086821796,15,0,0,0,1,0,5.550619306,0.435309114,NA,3,0,0,0,3,55,10,35,73,3.765873373,259,12,0
UA03,1,SE,meso-xeric,1,1,29.32735,48.57467,165,90,528,315,37,6.23,NA,100,139.8,33,-0.417431155,30,0,0,0,1,0,5.519321202,0.484345048,NA,4,0,0,0,0,30,35,35,76,2.499499324,259,12,0
UA06,1,NW,meso-xeric,1,1,29.30591,48.24601,201,91,513,318,34,6.82,NA,90,140.63,5,0.08450756,2,0,0,0,1,0,4.656371446,0.210492642,NA,2,0,0,0,23,5,90,5,73,1.85878705,296,20,0
UA06,1,SE,meso-xeric,1,1,29.30606,48.24598,205,91,513,318,34,6.79,NA,99,169.5,8,0.140540835,2,0,0,0,1,0,4.65518651,0.210627401,NA,1,0,0,1,82,55,10,35,115,2.165175419,296,20,0
UA16,1,NW,meso-xeric,1,1,28.96361,48.39073,224,86,550,315,37,6,NA,70,92.97,17,-0.256407324,5,1,3,0,0,0,2.536495604,1.638392857,NA,2,0,0,25,0,5,90,5,129,1.482976222,153,15,0
UA16,1,SE,meso-xeric,1,1,28.96345,48.3907,231,86,550,315,37,7.2,NA,57,68.8,16,-0.234888069,2,1,3,0,0,0,2.529526149,1.63734863,NA,4,0,0,38,0.1,20,25,55,149,1.648744474,153,15,0
UA_Cr_03,3,NW,meso-xeric,1,1,37.758031,49.913467,123,81,567,351,18,7.2,NA,83,67.044,10,-0.074519002,10,0,0,0,0,1,1.418559443,1.4,NA,9,0,0,100,1.01,NA,NA,NA,NA,NA,522,11,0
UA_Cr_03,3,SE,meso-xeric,1,1,37.758147,49.913377,120,81,567,351,18,7.2,NA,90,42.95,14,-0.064530836,10,0,0,0,0,1,1.43241034,1.408071749,NA,23,0,0,100,2.1,NA,NA,NA,NA,NA,522,11,0
UA_Cr_08,3,NW,meso-xeric,1,1,37.25026,50.364723,161,79,545,348,18,7.1,NA,50,50.21,8,-0.115124312,20,0,0,0,1,1,1.521512519,1.943698017,NA,1,0,5,95,0.5,NA,NA,NA,NA,NA,356,12,5
UA_Cr_08,3,SE,meso-xeric,1,1,37.250494,50.364679,160,79,545,348,18,7.2,NA,60,62.701,10,-0.144438607,2,0,0,0,1,1,1.521917247,1.956743003,NA,3,0,2,98,5,NA,NA,NA,NA,NA,356,12,2
SB20112,5,N,meso-xeric,1,1,31.009872,47.990757,54,97,477,327,31,6.7,53,85,88.3,25,-0.381976871,60,0,0,0,0,1,1.343938619,0.43378119,13.54621718,3,0,0,100,6.51,NA,NA,NA,NA,NA,404,17,0
SB20112,5,S,meso-xeric,1,1,31.009808,47.990665,56,97,477,327,31,7.3,50.2,70,110.552,26,-0.399527147,60,0,0,0,0,1,1.345452683,0.394904459,11.43241007,3,0,0,100,6,NA,NA,NA,NA,NA,404,17,0
SB20113,5,NW,meso-xeric,1,1,31.102204,47.887861,64,98,460,329,30,7.6,52.8,85,86.733,14,-0.143008667,40,1,1,0,0,0,2.366731418,4.849744246,12.27599283,3,0,0,100,5.1,NA,NA,NA,NA,NA,491,13,0
SB20113,5,SE,meso-xeric,1,1,31.102316,47.88777,65,98,460,329,30,7.7,53.4,70,137.611,17,-0.104566051,40,1,1,0,0,0,2.382398037,4.870038412,8.67755726,2,1,0,99,2.201,NA,NA,NA,NA,NA,491,13,1
SB20120,5,NW,meso-xeric,1,1,31.037453,47.948522,67,97,466,327,30,7.5,67.8,90,137.512,23,-0.367605974,90,1,1,0,0,0,4.21648116,10.50095847,11.30044247,4,0,0,100,4.5,NA,NA,NA,NA,NA,404,14,0
SB20120,5,SE,meso-xeric,1,1,31.037578,47.948399,68,97,466,327,30,7.4,66,80,131.511,17,-0.23420329,70,1,1,0,0,0,4.216956078,10.56630365,7.176350047,2,0,0,100,3,NA,NA,NA,NA,NA,404,14,0
SB20122,5,NW,meso-xeric,1,1,31.098882,47.889699,62,96,490,328,30,7.7,37,70,104.16,22,-0.070158418,40,0,0,0,0,1,2.184205149,3.184497117,17.8325545,3,0,0,100,3.011,NA,NA,NA,NA,NA,491,13,0
SB20122,5,SE,meso-xeric,1,1,31.099056,47.889594,62,96,490,328,30,7.4,52.6,90,127.31,12,0.055013686,60,0,0,0,0,1,2.195239068,3.209884467,8.111719916,2,0.1,0,99.9,7.8,NA,NA,NA,NA,NA,491,13,0.1
SB20139,5,NE,meso-xeric,1,1,31.107285,47.877446,68,96,478,328,30,7.2,65.8,75,104.923,20,-0.298146961,95,0,0,0,0,1,3.004707327,3.477374124,7.529940239,2,0,0,100,0.302,NA,NA,NA,NA,NA,491,16,0
SB20139,5,SW,meso-xeric,1,1,31.107176,47.877356,68,96,478,328,30,6.6,67.6,85,98.023,24,-0.314824223,80,0,0,0,0,1,2.988555079,3.058974359,7.569676347,2,0,0,100,2.3,NA,NA,NA,NA,NA,491,16,0
UAS19,6,NW,meso-xeric,1,1,33.281713,46.097025,2.1,114,394,310,15,8.06,51.6,85,96.11,18,-0.323683279,10,1,1,0,0,0,8.894956039,13.29218107,14.69013274,13,0,0,100,0,73,17.9,9.1,185.3,2.196,1082,NA,0
UAS19,6,SE,meso-xeric,1,1,33.281858,46.096872,3,114,394,310,15,8.05,72.6,90,99.357,30,-0.577350269,70,1,1,0,0,0,8.919721578,14.78884462,16.54690303,11,0,0,100,0,75,16.4,8.6,174.8,2.388,1082,NA,0
UAS41,6,NW,meso-xeric,1,1,32.807626,46.406074,16,109,408,317,18,7.52,81.6,90,80.221,0,0,95,0,0,1,0,0,7.16e-4,0,5.07937004,3,0,0,100,0,73,20.3,6.7,189,1.44,182,11,0
UAS41,6,SE,meso-xeric,1,1,32.807728,46.405992,16,109,408,317,18,7.45,71.4,90,86.72,0,0,95,0,0,1,0,0,0,0,4.098780306,4,0,0,100,0,73.5,19.7,6.8,195.9,1.368,182,11,0
NFD21_56,7,NW,meso-xeric,1,1,24.69529,49.22552,291,83,769,296,39,NA,NA,95,122.5,45,0.707106781,NA,0,0,0,0,1,9.137098424,1.510191083,NA,5,NA,NA,NA,10,NA,NA,NA,NA,NA,739,14,NA
NFD21_56,7,SE,meso-xeric,1,1,24.69545,49.22546,282,83,769,296,39,NA,NA,95,147.5,45,0.707106781,NA,0,0,0,0,1,9.166223948,1.543003851,NA,10,NA,NA,NA,17,NA,NA,NA,NA,NA,739,14,NA
NFD21_57,7,NW,meso-xeric,1,1,24.6871,49.23277,296,85,733,296,39,NA,65.75,99,110.1,25,-0.329729307,NA,0,0,0,0,1,10.3429156,0.162731334,32.375,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,739,10,NA
NFD21_57,7,SE,meso-xeric,1,1,24.68723,49.2327,267,85,733,296,39,NA,NA,95,130.7,20,-0.257365821,NA,0,0,0,0,1,10.34289226,0.162523901,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,739,10,NA
NFD21_58,7,NW,meso-xeric,1,1,25.21934,48.60077,336,85,674,301,55,NA,NA,90,92,3,-0.037057896,NA,0,0,1,0,0,7.588470203,0.784713376,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,599,13,NA
NFD21_58,7,SE,meso-xeric,1,1,25.21943,48.60064,334,85,674,301,55,NA,73.25,95,125,5,-0.087488664,NA,0,0,1,0,0,7.583444183,0.776005105,2.25,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,599,13,NA
NFD21_62,7,NW,meso-xeric,1,1,25.895278,48.258611,270,87,658,306,46,NA,NA,NA,120.38,3,3.21e-18,NA,0,0,0,0,1,38.78170669,18.88163788,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,524,35,NA
NFD21_62,7,SE,meso-xeric,1,1,25.894722,48.259167,265,87,658,306,46,NA,NA,95,112.98,3,3.21e-18,NA,0,0,0,0,1,38.84032753,18.80191083,NA,NA,NA,NA,NA,4.01,NA,NA,NA,NA,NA,524,35,NA
NFD21_63,7,NW,meso-xeric,1,1,25.77374,48.30018,421,80,799,304,50,NA,NA,100,94.85,5,-0.061863827,NA,0,0,0,0,1,2.921999591,1.14212548,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,324,15,NA
NFD21_63,7,SE,meso-xeric,1,1,25.77374,48.30018,425,80,799,304,50,NA,NA,100,88.12,5,-0.061863827,NA,0,0,0,0,1,2.921999591,1.14212548,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,324,15,NA
NFD21_64,7,NW,meso-xeric,1,1,25.82587,48.46955,250,89,668,305,46,NA,37,100,99.87,NA,NA,NA,0,0,0,0,1,4.137941597,0.053880693,8,NA,NA,NA,NA,10.02,NA,NA,NA,NA,NA,374,14,NA
NFD21_64,7,SE,meso-xeric,1,1,25.82601,48.46943,232,89,668,305,46,NA,40.8,100,124.6,NA,NA,NA,0,0,0,0,1,4.098280098,0.053605616,6.16,NA,NA,NA,NA,20.01,NA,NA,NA,NA,NA,374,14,NA
RZ2214,10,NW,meso-xeric,1,1,31.09405,49.94148,138,83,509,321,36,7.59,76.4,95,81.35,23,0.398875853,80,0,0,0,0,1,7.449140401,1.865519439,3.049590136,2,0,0,100,2.1,58,36.6,5.4,236,1.59,420,16,0
RZ2214,10,SE,meso-xeric,1,1,31.09417,49.94138,138,83,509,321,36,7.16,67.2,75,106.12,23,0.422859561,20,0,0,0,0,1,7.444080295,1.866071429,11.34460224,6,0,0,100,3,55,38.2,6.8,203,1.82,420,16,0
RZ2215,10,NW,meso-xeric,1,1,31.094265,49.941663,140,84,526,321,35,6.96,64.4,90,78.84,35,0.350103769,95,0,0,0,0,1,7.430905934,1.902501604,18.62256696,4,0,0,100,5.5,47.5,42.5,10,117.8,1.23,420,16,0
RZ2215,10,SE,meso-xeric,1,1,31.094412,49.941609,140,84,526,321,35,6.71,50.8,85,92.14,4,-0.038084871,50,0,0,0,0,1,7.425316714,1.899294419,7.949842766,3,0,0,100,3.1,50,40.9,9.1,123.6,1.36,420,16,0
