type,series,scale,total_species,native,non_native,invasive,naturalised,casual,neophyte,archaeophyte,non_native_percent,invasive_percent,archaeophyte_percent,neophyte_percent,p_a_non_native,p_a_invasive,p_a_neophyte,pca1_clima,dataset,habitat_group,habitat_broad,economic_use,zonality,lon,lat,altitude,BIO1,BIO12,BIO7,BIO15,pH,depth_mean,cover_herbs,cover_herbs_sum,inclination,heat_index,cover_litter,grazing,grazing_intencity,mowing,burning,abandonment,build_up_5km,built_up_2km,deph_SD,microrelief,cover_stones,cover_gravel,cover_soil,cover_shrub_total,sand,silt,clay,conductivity,Corg,roads,footprint_values,cover_gravel_stones,builtup_250m,cropland_250m,builtup_500m,cropland_500m,builtup_1000m,cropland_1000m,builtup_2000m,cropland_2000m
p_a,BS19023,0.01,4,3,1,1,0,0,0,1,0.25,0.25,0.25,0,1,1,0,-0.751442539,11,sandy,dry,0,0,32.097140499999995,47.013668,30,104,428,333,23,7.8,NA,60,74.13999999999999,0,0,35,1,1,0,0,0,27.87725767,20.6112253,NA,3.5,0,0,100,0,NA,NA,NA,NA,NA,627,18,0,9.958466053009037,10.7171263694763,17.8935956954956,12.4942264556885,21.089973449707053,17.3360004425049,21.09608554840085,21.157601356506348
p_a,BS19023,0.1,13,12,1,1,0,0,0,1,0.07692307692307693,0.07692307692307693,0.07692307692307693,0,1,1,0,-0.751442539,11,sandy,dry,0,0,32.097140499999995,47.013668,30,104,428,333,23,7.8,NA,60,74.13999999999999,0,0,35,1,1,0,0,0,27.87725767,20.6112253,NA,3.5,0,0,100,0,NA,NA,NA,NA,NA,627,18,0,9.958466053009037,10.7171263694763,17.8935956954956,12.4942264556885,21.089973449707053,17.3360004425049,21.09608554840085,21.157601356506348
p_a,BS19023,1,18,17,1,1,0,0,0,1,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,1,1,0,-0.751442539,11,sandy,dry,0,0,32.097140499999995,47.013668,30,104,428,333,23,7.8,NA,60,74.13999999999999,0,0,35,1,1,0,0,0,27.87725767,20.6112253,NA,3.5,0,0,100,0,NA,NA,NA,NA,NA,627,18,0,9.958466053009037,10.7171263694763,17.8935956954956,12.4942264556885,21.089973449707053,17.3360004425049,21.09608554840085,21.157601356506348
p_a,BS19023,10,30,27,3,2,1,0,1,2,0.1,0.06666666666666667,0.06666666666666667,0.03333333333333333,1,1,1,-0.751442539,11,sandy,dry,0,0,32.097140499999995,47.013668,30,104,428,333,23,7.8,NA,60,74.13999999999999,0,0,35,1,1,0,0,0,27.87725767,20.6112253,NA,3.5,0,0,100,0,NA,NA,NA,NA,NA,627,18,0,9.958466053009037,10.7171263694763,17.8935956954956,12.4942264556885,21.089973449707053,17.3360004425049,21.09608554840085,21.157601356506348
p_a,BS19023,100,39,32,7,4,3,0,3,4,0.1794871794871795,0.10256410256410256,0.10256410256410256,0.07692307692307693,1,1,1,-0.751442539,11,sandy,dry,0,0,32.097140499999995,47.013668,30,104,428,333,23,7.8,NA,60,74.13999999999999,0,0,35,1,1,0,0,0,27.87725767,20.6112253,NA,3.5,0,0,100,0,NA,NA,NA,NA,NA,627,18,0,9.958466053009037,10.7171263694763,17.8935956954956,12.4942264556885,21.089973449707053,17.3360004425049,21.09608554840085,21.157601356506348
p_a,BS19031,1e-4,2,1,1,1,0,0,0,1,0.5,0.5,0.5,0,1,1,0,-0.857188536,11,sandy,dry,0,0,31.955822,46.8021215,11,107,416,327,23,7.199999999999999,NA,61,76.24,0,0,20,1,1,0,0,0,14.07677921,32.943733085,NA,4.5,0,0,100,0,NA,NA,NA,NA,NA,573,21,0,48.44669914245605,3.5193630456924403,57.70459365844725,3.82265388965607,51.58160972595215,4.714379072189335,32.98648262023925,13.53663730621335
p_a,BS19031,0.001,2,1,1,1,0,0,0,1,0.5,0.5,0.5,0,1,1,0,-0.857188536,11,sandy,dry,0,0,31.955822,46.8021215,11,107,416,327,23,7.199999999999999,NA,61,76.24,0,0,20,1,1,0,0,0,14.07677921,32.943733085,NA,4.5,0,0,100,0,NA,NA,NA,NA,NA,573,21,0,48.44669914245605,3.5193630456924403,57.70459365844725,3.82265388965607,51.58160972595215,4.714379072189335,32.98648262023925,13.53663730621335
p_a,BS19031,0.01,3,2,1,1,0,0,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,1,0,-0.857188536,11,sandy,dry,0,0,31.955822,46.8021215,11,107,416,327,23,7.199999999999999,NA,61,76.24,0,0,20,1,1,0,0,0,14.07677921,32.943733085,NA,4.5,0,0,100,0,NA,NA,NA,NA,NA,573,21,0,48.44669914245605,3.5193630456924403,57.70459365844725,3.82265388965607,51.58160972595215,4.714379072189335,32.98648262023925,13.53663730621335
p_a,BS19031,0.1,5,4,1,1,0,0,0,1,0.2,0.2,0.2,0,1,1,0,-0.857188536,11,sandy,dry,0,0,31.955822,46.8021215,11,107,416,327,23,7.199999999999999,NA,61,76.24,0,0,20,1,1,0,0,0,14.07677921,32.943733085,NA,4.5,0,0,100,0,NA,NA,NA,NA,NA,573,21,0,48.44669914245605,3.5193630456924403,57.70459365844725,3.82265388965607,51.58160972595215,4.714379072189335,32.98648262023925,13.53663730621335
p_a,BS19031,1,11,10,1,1,0,0,0,1,0.09090909090909091,0.09090909090909091,0.09090909090909091,0,1,1,0,-0.857188536,11,sandy,dry,0,0,31.955822,46.8021215,11,107,416,327,23,7.199999999999999,NA,61,76.24,0,0,20,1,1,0,0,0,14.07677921,32.943733085,NA,4.5,0,0,100,0,NA,NA,NA,NA,NA,573,21,0,48.44669914245605,3.5193630456924403,57.70459365844725,3.82265388965607,51.58160972595215,4.714379072189335,32.98648262023925,13.53663730621335
p_a,BS19031,10,15,14,1,1,0,0,0,1,0.06666666666666667,0.06666666666666667,0.06666666666666667,0,1,1,0,-0.857188536,11,sandy,dry,0,0,31.955822,46.8021215,11,107,416,327,23,7.199999999999999,NA,61,76.24,0,0,20,1,1,0,0,0,14.07677921,32.943733085,NA,4.5,0,0,100,0,NA,NA,NA,NA,NA,573,21,0,48.44669914245605,3.5193630456924403,57.70459365844725,3.82265388965607,51.58160972595215,4.714379072189335,32.98648262023925,13.53663730621335
p_a,BS19031,0.01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.857188536,11,sandy,dry,0,0,31.955822,46.8021215,11,107,416,327,23,7.199999999999999,NA,61,76.24,0,0,20,1,1,0,0,0,14.07677921,32.943733085,NA,4.5,0,0,100,0,NA,NA,NA,NA,NA,573,21,0,48.44669914245605,3.5193630456924403,57.70459365844725,3.82265388965607,51.58160972595215,4.714379072189335,32.98648262023925,13.53663730621335
p_a,BS19031,0.1,9,8,1,1,0,0,0,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,1,1,0,-0.857188536,11,sandy,dry,0,0,31.955822,46.8021215,11,107,416,327,23,7.199999999999999,NA,61,76.24,0,0,20,1,1,0,0,0,14.07677921,32.943733085,NA,4.5,0,0,100,0,NA,NA,NA,NA,NA,573,21,0,48.44669914245605,3.5193630456924403,57.70459365844725,3.82265388965607,51.58160972595215,4.714379072189335,32.98648262023925,13.53663730621335
p_a,BS19031,1,11,10,1,1,0,0,0,1,0.09090909090909091,0.09090909090909091,0.09090909090909091,0,1,1,0,-0.857188536,11,sandy,dry,0,0,31.955822,46.8021215,11,107,416,327,23,7.199999999999999,NA,61,76.24,0,0,20,1,1,0,0,0,14.07677921,32.943733085,NA,4.5,0,0,100,0,NA,NA,NA,NA,NA,573,21,0,48.44669914245605,3.5193630456924403,57.70459365844725,3.82265388965607,51.58160972595215,4.714379072189335,32.98648262023925,13.53663730621335
p_a,BS19031,10,14,13,1,1,0,0,0,1,0.07142857142857142,0.07142857142857142,0.07142857142857142,0,1,1,0,-0.857188536,11,sandy,dry,0,0,31.955822,46.8021215,11,107,416,327,23,7.199999999999999,NA,61,76.24,0,0,20,1,1,0,0,0,14.07677921,32.943733085,NA,4.5,0,0,100,0,NA,NA,NA,NA,NA,573,21,0,48.44669914245605,3.5193630456924403,57.70459365844725,3.82265388965607,51.58160972595215,4.714379072189335,32.98648262023925,13.53663730621335
p_a,BS19031,100,20,18,2,2,0,0,1,1,0.1,0.1,0.05,0.05,1,1,1,-0.857188536,11,sandy,dry,0,0,31.955822,46.8021215,11,107,416,327,23,7.199999999999999,NA,61,76.24,0,0,20,1,1,0,0,0,14.07677921,32.943733085,NA,4.5,0,0,100,0,NA,NA,NA,NA,NA,573,21,0,48.44669914245605,3.5193630456924403,57.70459365844725,3.82265388965607,51.58160972595215,4.714379072189335,32.98648262023925,13.53663730621335
