type,series,subplot,scale,total_species,native,non_native,invasive,naturalised,casual,neophyte,archaeophyte
p_a,SB20104,SE,0.001,3,3,0,0,0,0,0,0
p_a,SB20104,SE,0.01,9,9,0,0,0,0,0,0
p_a,SB20104,SE,0.1,17,17,0,0,0,0,0,0
p_a,SB20104,SE,1,25,24,1,0,0,1,1,0
p_a,SB20104,SE,10,46,44,2,0,1,1,1,1
p_a,SB20104,x,100,61,59,2,0,1,1,1,1
p_a,SB20112,N,1e-4,2,2,0,0,0,0,0,0
p_a,SB20112,N,0.001,5,5,0,0,0,0,0,0
p_a,SB20112,N,0.01,10,10,0,0,0,0,0,0
p_a,SB20112,N,0.1,17,17,0,0,0,0,0,0
p_a,SB20112,N,1,26,26,0,0,0,0,0,0
p_a,SB20112,N,10,44,44,0,0,0,0,0,0
p_a,SB20112,S,1e-4,1,1,0,0,0,0,0,0
p_a,SB20112,S,0.001,3,3,0,0,0,0,0,0
p_a,SB20112,S,0.01,5,5,0,0,0,0,0,0
p_a,SB20112,S,0.1,16,16,0,0,0,0,0,0
p_a,SB20112,S,1,25,25,0,0,0,0,0,0
p_a,SB20112,S,10,44,44,0,0,0,0,0,0
p_a,SB20112,x,100,65,65,0,0,0,0,0,0
p_a,SB20113,NW,1e-4,3,3,0,0,0,0,0,0
p_a,SB20113,NW,0.001,6,6,0,0,0,0,0,0
p_a,SB20113,NW,0.01,12,12,0,0,0,0,0,0
p_a,SB20113,NW,0.1,21,21,0,0,0,0,0,0
p_a,SB20113,NW,1,33,33,0,0,0,0,0,0
p_a,SB20113,NW,10,51,51,0,0,0,0,0,0
p_a,SB20113,SE,1e-4,3,3,0,0,0,0,0,0
p_a,SB20113,SE,0.001,6,6,0,0,0,0,0,0
p_a,SB20113,SE,0.01,13,13,0,0,0,0,0,0
p_a,SB20113,SE,0.1,21,21,0,0,0,0,0,0
p_a,SB20113,SE,1,33,33,0,0,0,0,0,0
p_a,SB20113,SE,10,53,53,0,0,0,0,0,0
p_a,SB20113,x,100,79,77,2,0,1,1,1,1
p_a,SB20120,NW,1e-4,2,2,0,0,0,0,0,0
p_a,SB20120,NW,0.001,4,4,0,0,0,0,0,0
p_a,SB20120,NW,0.01,6,6,0,0,0,0,0,0
p_a,SB20120,NW,0.1,13,13,0,0,0,0,0,0
p_a,SB20120,NW,1,24,24,0,0,0,0,0,0
p_a,SB20120,NW,10,42,41,1,0,1,0,0,1
p_a,SB20120,SE,1e-4,3,3,0,0,0,0,0,0
p_a,SB20120,SE,0.001,3,3,0,0,0,0,0,0
p_a,SB20120,SE,0.01,6,6,0,0,0,0,0,0
p_a,SB20120,SE,0.1,17,17,0,0,0,0,0,0
p_a,SB20120,SE,1,26,26,0,0,0,0,0,0
p_a,SB20120,SE,10,39,39,0,0,0,0,0,0
p_a,SB20120,x,100,66,65,1,0,1,0,0,1
p_a,SB20121,NW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20121,NW,0.001,2,2,0,0,0,0,0,0
p_a,SB20121,NW,0.01,4,3,1,0,1,0,0,1
p_a,SB20121,NW,0.1,8,7,1,0,1,0,0,1
p_a,SB20121,NW,1,19,17,2,0,2,0,0,2
p_a,SB20121,NW,10,37,34,3,0,3,0,0,3
p_a,SB20121,SE,1e-4,2,2,0,0,0,0,0,0
p_a,SB20121,SE,0.001,4,4,0,0,0,0,0,0
p_a,SB20121,SE,0.01,6,6,0,0,0,0,0,0
p_a,SB20121,SE,0.1,15,14,1,0,1,0,0,1
p_a,SB20121,SE,1,24,23,1,0,1,0,0,1
p_a,SB20121,SE,10,38,35,3,0,3,0,0,3
p_a,SB20121,x,100,57,53,4,1,3,0,1,3
p_a,SB20122,NW,1e-4,3,3,0,0,0,0,0,0
p_a,SB20122,NW,0.001,8,8,0,0,0,0,0,0
p_a,SB20122,NW,0.01,13,13,0,0,0,0,0,0
p_a,SB20122,NW,0.1,21,21,0,0,0,0,0,0
p_a,SB20122,NW,1,36,36,0,0,0,0,0,0
p_a,SB20122,NW,10,59,59,0,0,0,0,0,0
p_a,SB20122,SE,1e-4,1,1,0,0,0,0,0,0
p_a,SB20122,SE,0.001,3,3,0,0,0,0,0,0
p_a,SB20122,SE,0.01,7,7,0,0,0,0,0,0
p_a,SB20122,SE,0.1,17,17,0,0,0,0,0,0
p_a,SB20122,SE,1,34,34,0,0,0,0,0,0
p_a,SB20122,SE,10,54,54,0,0,0,0,0,0
p_a,SB20122,x,100,88,87,1,0,1,0,0,1
p_a,SB20129,NW,1e-4,2,2,0,0,0,0,0,0
p_a,SB20129,NW,0.001,2,2,0,0,0,0,0,0
p_a,SB20129,NW,0.01,4,4,0,0,0,0,0,0
p_a,SB20129,NW,0.1,8,8,0,0,0,0,0,0
p_a,SB20129,NW,1,17,17,0,0,0,0,0,0
p_a,SB20129,NW,10,27,27,0,0,0,0,0,0
p_a,SB20129,SE,1e-4,2,2,0,0,0,0,0,0
p_a,SB20129,SE,0.001,3,3,0,0,0,0,0,0
p_a,SB20129,SE,0.01,5,5,0,0,0,0,0,0
p_a,SB20129,SE,0.1,7,7,0,0,0,0,0,0
p_a,SB20129,SE,1,14,14,0,0,0,0,0,0
p_a,SB20129,SE,10,27,27,0,0,0,0,0,0
p_a,SB20129,x,100,45,43,2,1,1,0,1,1
p_a,SB20130,NW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20130,NW,0.001,2,2,0,0,0,0,0,0
p_a,SB20130,NW,0.01,3,3,0,0,0,0,0,0
p_a,SB20130,NW,0.1,4,4,0,0,0,0,0,0
p_a,SB20130,NW,1,10,10,0,0,0,0,0,0
p_a,SB20130,NW,10,27,27,0,0,0,0,0,0
p_a,SB20130,SE,1e-4,1,1,0,0,0,0,0,0
p_a,SB20130,SE,0.001,1,1,0,0,0,0,0,0
p_a,SB20130,SE,0.01,3,3,0,0,0,0,0,0
p_a,SB20130,SE,0.1,5,5,0,0,0,0,0,0
p_a,SB20130,SE,1,12,12,0,0,0,0,0,0
p_a,SB20130,SE,10,22,22,0,0,0,0,0,0
p_a,SB20130,x,100,40,40,0,0,0,0,0,0
p_a,SB20136,NW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20136,NW,0.001,2,2,0,0,0,0,0,0
p_a,SB20136,NW,0.01,4,4,0,0,0,0,0,0
p_a,SB20136,NW,0.1,9,9,0,0,0,0,0,0
p_a,SB20136,NW,1,15,15,0,0,0,0,0,0
p_a,SB20136,NW,10,26,26,0,0,0,0,0,0
p_a,SB20136,SE,0.001,2,2,0,0,0,0,0,0
p_a,SB20136,SE,0.01,5,5,0,0,0,0,0,0
p_a,SB20136,SE,0.1,11,11,0,0,0,0,0,0
p_a,SB20136,SE,1,20,20,0,0,0,0,0,0
p_a,SB20136,SE,10,31,31,0,0,0,0,0,0
p_a,SB20136,x,100,40,40,0,0,0,0,0,0
p_a,SB20139,NE,1e-4,2,2,0,0,0,0,0,0
p_a,SB20139,NE,0.001,4,4,0,0,0,0,0,0
p_a,SB20139,NE,0.01,5,5,0,0,0,0,0,0
p_a,SB20139,NE,0.1,8,7,1,0,1,0,0,1
p_a,SB20139,NE,1,13,12,1,0,1,0,0,1
p_a,SB20139,NE,10,29,27,2,0,2,0,0,2
p_a,SB20139,SW,1e-4,2,2,0,0,0,0,0,0
p_a,SB20139,SW,0.001,4,4,0,0,0,0,0,0
p_a,SB20139,SW,0.01,6,6,0,0,0,0,0,0
p_a,SB20139,SW,0.1,10,10,0,0,0,0,0,0
p_a,SB20139,SW,1,16,16,0,0,0,0,0,0
p_a,SB20139,SW,10,31,30,1,0,1,0,0,1
p_a,SB20139,x,100,52,47,5,1,4,0,1,4
p_a,SB20150,NW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20150,NW,0.001,1,1,0,0,0,0,0,0
p_a,SB20150,NW,0.01,3,3,0,0,0,0,0,0
p_a,SB20150,NW,0.1,6,6,0,0,0,0,0,0
p_a,SB20150,NW,1,10,10,0,0,0,0,0,0
p_a,SB20150,NW,10,15,15,0,0,0,0,0,0
p_a,SB20150,SE,0.01,1,1,0,0,0,0,0,0
p_a,SB20150,SE,0.1,4,4,0,0,0,0,0,0
p_a,SB20150,SE,1,6,6,0,0,0,0,0,0
p_a,SB20150,SE,10,14,13,1,0,1,0,0,1
p_a,SB20150,x,100,23,21,2,0,1,1,1,1
p_a,SB20152,NW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20152,NW,0.001,2,1,1,0,1,0,0,1
p_a,SB20152,NW,0.01,3,2,1,0,1,0,0,1
p_a,SB20152,NW,0.1,6,4,2,1,1,0,0,2
p_a,SB20152,NW,1,14,12,2,1,1,0,0,2
p_a,SB20152,NW,10,27,24,3,1,2,0,0,3
p_a,SB20152,SE,1e-4,1,1,0,0,0,0,0,0
p_a,SB20152,SE,0.001,3,3,0,0,0,0,0,0
p_a,SB20152,SE,0.01,7,7,0,0,0,0,0,0
p_a,SB20152,SE,0.1,10,7,3,1,2,0,1,2
p_a,SB20152,SE,1,15,12,3,1,2,0,1,2
p_a,SB20152,SE,10,25,20,5,1,4,0,1,4
p_a,SB20152,x,100,31,25,6,1,5,0,1,5
p_a,SB20160,NW,0.01,3,2,1,0,1,0,0,1
p_a,SB20160,NW,0.1,6,5,1,0,1,0,0,1
p_a,SB20160,NW,1,16,15,1,0,1,0,0,1
p_a,SB20160,NW,10,29,26,3,0,3,0,0,3
p_a,SB20160,SE,1e-4,1,1,0,0,0,0,0,0
p_a,SB20160,SE,0.001,3,3,0,0,0,0,0,0
p_a,SB20160,SE,0.01,7,7,0,0,0,0,0,0
p_a,SB20160,SE,0.1,12,12,0,0,0,0,0,0
p_a,SB20160,SE,1,18,18,0,0,0,0,0,0
p_a,SB20160,SE,10,34,30,4,1,3,0,1,3
p_a,SB20160,x,100,46,39,7,3,4,0,3,4
p_a,SB20169,NE,1e-4,1,1,0,0,0,0,0,0
p_a,SB20169,NE,0.001,2,2,0,0,0,0,0,0
p_a,SB20169,NE,0.01,4,4,0,0,0,0,0,0
p_a,SB20169,NE,0.1,10,10,0,0,0,0,0,0
p_a,SB20169,NE,1,21,20,1,0,1,0,0,1
p_a,SB20169,NE,10,32,31,1,0,1,0,0,1
p_a,SB20169,SW,1e-4,2,2,0,0,0,0,0,0
p_a,SB20169,SW,0.001,4,3,1,0,1,0,0,1
p_a,SB20169,SW,0.01,7,6,1,0,1,0,0,1
p_a,SB20169,SW,0.1,11,10,1,0,1,0,0,1
p_a,SB20169,SW,1,18,17,1,0,1,0,0,1
p_a,SB20169,SW,10,33,32,1,0,1,0,0,1
p_a,SB20169,x,100,44,42,2,0,2,0,0,2
p_a,SB20172,NW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20172,NW,0.001,2,2,0,0,0,0,0,0
p_a,SB20172,NW,0.01,5,5,0,0,0,0,0,0
p_a,SB20172,NW,0.1,15,14,1,0,1,0,0,1
p_a,SB20172,NW,1,22,21,1,0,1,0,0,1
p_a,SB20172,NW,10,37,34,3,1,2,0,0,3
p_a,SB20172,SE,1e-4,2,2,0,0,0,0,0,0
p_a,SB20172,SE,0.001,3,3,0,0,0,0,0,0
p_a,SB20172,SE,0.01,4,4,0,0,0,0,0,0
p_a,SB20172,SE,0.1,12,12,0,0,0,0,0,0
p_a,SB20172,SE,1,22,22,0,0,0,0,0,0
p_a,SB20172,SE,10,38,38,0,0,0,0,0,0
p_a,SB20172,x,100,67,64,3,1,2,0,0,3
p_a,SB20178,NW,1e-4,2,2,0,0,0,0,0,0
p_a,SB20178,NW,0.001,4,3,1,1,0,0,0,1
p_a,SB20178,NW,0.01,6,5,1,1,0,0,0,1
p_a,SB20178,NW,0.1,9,8,1,1,0,0,0,1
p_a,SB20178,NW,1,15,14,1,1,0,0,0,1
p_a,SB20178,NW,10,22,21,1,1,0,0,0,1
p_a,SB20178,SE,1e-4,1,1,0,0,0,0,0,0
p_a,SB20178,SE,0.001,1,1,0,0,0,0,0,0
p_a,SB20178,SE,0.01,3,2,1,1,0,0,0,1
p_a,SB20178,SE,0.1,8,7,1,1,0,0,0,1
p_a,SB20178,SE,1,14,13,1,1,0,0,0,1
p_a,SB20178,SE,10,16,15,1,1,0,0,0,1
p_a,SB20178,x,100,32,29,3,2,1,0,2,1
p_a,UA01,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UA01,NW,0.001,3,3,0,0,0,0,0,0
p_a,UA01,NW,0.01,10,9,1,0,1,0,0,1
p_a,UA01,NW,0.1,15,14,1,0,1,0,0,1
p_a,UA01,NW,1,24,20,4,0,4,0,0,4
p_a,UA01,NW,10,36,31,5,1,4,0,1,4
p_a,UA01,SE,1e-4,3,3,0,0,0,0,0,0
p_a,UA01,SE,0.001,4,4,0,0,0,0,0,0
p_a,UA01,SE,0.01,8,8,0,0,0,0,0,0
p_a,UA01,SE,0.1,17,15,2,0,2,0,0,2
p_a,UA01,SE,1,24,21,3,0,3,0,0,3
p_a,UA01,SE,10,44,39,5,1,4,0,1,4
p_a,UA01,x,100,51,46,5,1,4,0,1,4
p_a,UA02,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UA02,NW,0.001,3,3,0,0,0,0,0,0
p_a,UA02,NW,0.01,4,4,0,0,0,0,0,0
p_a,UA02,NW,0.1,11,11,0,0,0,0,0,0
p_a,UA02,NW,1,19,19,0,0,0,0,0,0
p_a,UA02,NW,10,34,32,2,0,2,0,0,2
p_a,UA02,SE,0.001,2,2,0,0,0,0,0,0
p_a,UA02,SE,0.01,10,9,1,0,1,0,1,0
p_a,UA02,SE,0.1,21,20,1,0,1,0,1,0
p_a,UA02,SE,1,40,38,2,0,2,0,1,1
p_a,UA02,SE,10,40,38,2,0,2,0,1,1
p_a,UA02,x,100,59,55,4,0,4,0,1,3
p_a,UA03,NW,1e-4,3,3,0,0,0,0,0,0
p_a,UA03,NW,0.001,5,5,0,0,0,0,0,0
p_a,UA03,NW,0.01,11,11,0,0,0,0,0,0
p_a,UA03,NW,0.1,13,13,0,0,0,0,0,0
p_a,UA03,NW,1,27,26,1,0,1,0,0,1
p_a,UA03,NW,10,51,47,4,1,2,1,2,2
p_a,UA03,SE,1e-4,7,7,0,0,0,0,0,0
p_a,UA03,SE,0.001,8,8,0,0,0,0,0,0
p_a,UA03,SE,0.01,10,10,0,0,0,0,0,0
p_a,UA03,SE,0.1,14,14,0,0,0,0,0,0
p_a,UA03,SE,1,22,22,0,0,0,0,0,0
p_a,UA03,SE,10,35,34,1,0,1,0,0,1
p_a,UA03,x,100,74,68,6,1,4,1,2,4
p_a,UA04,NW,0.01,3,3,0,0,0,0,0,0
p_a,UA04,NW,0.1,10,10,0,0,0,0,0,0
p_a,UA04,NW,1,19,19,0,0,0,0,0,0
p_a,UA04,NW,10,31,31,0,0,0,0,0,0
p_a,UA04,SE,0.001,1,0,1,0,1,0,0,1
p_a,UA04,SE,0.01,5,3,2,0,2,0,0,2
p_a,UA04,SE,0.1,9,7,2,0,2,0,0,2
p_a,UA04,SE,1,23,21,2,0,2,0,0,2
p_a,UA04,SE,10,40,35,5,1,4,0,1,4
p_a,UA04,x,100,76,65,11,2,9,0,2,9
p_a,UA05,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UA05,NW,0.001,4,4,0,0,0,0,0,0
p_a,UA05,NW,0.01,8,8,0,0,0,0,0,0
p_a,UA05,NW,0.1,13,13,0,0,0,0,0,0
p_a,UA05,NW,1,18,18,0,0,0,0,0,0
p_a,UA05,NW,10,26,26,0,0,0,0,0,0
p_a,UA05,SE,1e-4,1,1,0,0,0,0,0,0
p_a,UA05,SE,0.001,2,2,0,0,0,0,0,0
p_a,UA05,SE,0.01,5,5,0,0,0,0,0,0
p_a,UA05,SE,0.1,10,10,0,0,0,0,0,0
p_a,UA05,SE,1,19,19,0,0,0,0,0,0
p_a,UA05,SE,10,30,30,0,0,0,0,0,0
p_a,UA05,x,100,41,40,1,0,1,0,0,1
p_a,UA06,NW,1e-4,1,1,0,0,0,0,0,0
p_a,UA06,NW,0.001,2,2,0,0,0,0,0,0
p_a,UA06,NW,0.01,5,5,0,0,0,0,0,0
p_a,UA06,NW,0.1,17,17,0,0,0,0,0,0
p_a,UA06,NW,1,23,23,0,0,0,0,0,0
p_a,UA06,NW,10,41,41,0,0,0,0,0,0
p_a,UA06,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UA06,SE,0.001,4,4,0,0,0,0,0,0
p_a,UA06,SE,0.01,6,6,0,0,0,0,0,0
p_a,UA06,SE,0.1,12,11,1,1,0,0,1,0
p_a,UA06,SE,1,22,20,2,1,1,0,1,1
p_a,UA06,SE,10,33,31,2,1,1,0,1,1
p_a,UA06,x,100,63,58,5,1,4,0,1,4
p_a,UA07,NW,1e-4,3,3,0,0,0,0,0,0
p_a,UA07,NW,0.001,6,6,0,0,0,0,0,0
p_a,UA07,NW,0.01,10,10,0,0,0,0,0,0
p_a,UA07,NW,0.1,18,18,0,0,0,0,0,0
p_a,UA07,NW,1,30,29,1,0,1,0,0,1
p_a,UA07,NW,10,46,41,5,2,3,0,2,3
p_a,UA07,SE,1e-4,5,5,0,0,0,0,0,0
p_a,UA07,SE,0.001,5,5,0,0,0,0,0,0
p_a,UA07,SE,0.01,7,7,0,0,0,0,0,0
p_a,UA07,SE,0.1,19,19,0,0,0,0,0,0
p_a,UA07,SE,1,25,25,0,0,0,0,0,0
p_a,UA07,SE,10,38,37,1,0,1,0,0,1
p_a,UA07,x,100,74,68,6,2,4,0,2,4
p_a,UA08,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UA08,NW,0.001,2,2,0,0,0,0,0,0
p_a,UA08,NW,0.01,6,6,0,0,0,0,0,0
p_a,UA08,NW,0.1,11,11,0,0,0,0,0,0
p_a,UA08,NW,1,27,27,0,0,0,0,0,0
p_a,UA08,NW,10,42,39,3,0,3,0,0,3
p_a,UA08,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UA08,SE,0.001,5,5,0,0,0,0,0,0
p_a,UA08,SE,0.01,12,12,0,0,0,0,0,0
p_a,UA08,SE,0.1,20,20,0,0,0,0,0,0
p_a,UA08,SE,1,30,30,0,0,0,0,0,0
p_a,UA08,SE,10,47,46,1,1,0,0,1,0
p_a,UA08,x,100,80,74,6,1,5,0,1,5
p_a,UA09,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UA09,NW,0.001,2,2,0,0,0,0,0,0
p_a,UA09,NW,0.01,3,3,0,0,0,0,0,0
p_a,UA09,NW,0.1,13,13,0,0,0,0,0,0
p_a,UA09,NW,1,33,32,1,1,0,0,1,0
p_a,UA09,NW,10,51,48,3,2,1,0,2,1
p_a,UA09,SE,1e-4,4,4,0,0,0,0,0,0
p_a,UA09,SE,0.001,5,5,0,0,0,0,0,0
p_a,UA09,SE,0.01,8,8,0,0,0,0,0,0
p_a,UA09,SE,0.1,15,13,2,1,1,0,1,1
p_a,UA09,SE,1,26,24,2,1,1,0,1,1
p_a,UA09,SE,10,45,41,4,2,2,0,2,2
p_a,UA09,x,100,76,66,10,4,5,1,6,4
p_a,UA10,NW,1e-4,3,3,0,0,0,0,0,0
p_a,UA10,NW,0.001,6,6,0,0,0,0,0,0
p_a,UA10,NW,0.01,7,7,0,0,0,0,0,0
p_a,UA10,NW,0.1,10,10,0,0,0,0,0,0
p_a,UA10,NW,1,19,19,0,0,0,0,0,0
p_a,UA10,NW,10,30,30,0,0,0,0,0,0
p_a,UA10,SE,1e-4,3,3,0,0,0,0,0,0
p_a,UA10,SE,0.001,5,5,0,0,0,0,0,0
p_a,UA10,SE,0.01,6,6,0,0,0,0,0,0
p_a,UA10,SE,0.1,12,12,0,0,0,0,0,0
p_a,UA10,SE,1,21,21,0,0,0,0,0,0
p_a,UA10,SE,10,38,38,0,0,0,0,0,0
p_a,UA10,x,100,62,57,5,2,2,1,3,2
p_a,UA11,NW,1e-4,1,1,0,0,0,0,0,0
p_a,UA11,NW,0.001,3,3,0,0,0,0,0,0
p_a,UA11,NW,0.01,5,5,0,0,0,0,0,0
p_a,UA11,NW,0.1,9,9,0,0,0,0,0,0
p_a,UA11,NW,1,16,16,0,0,0,0,0,0
p_a,UA11,NW,10,26,26,0,0,0,0,0,0
p_a,UA11,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UA11,SE,0.001,5,5,0,0,0,0,0,0
p_a,UA11,SE,0.01,6,6,0,0,0,0,0,0
p_a,UA11,SE,0.1,9,9,0,0,0,0,0,0
p_a,UA11,SE,1,19,19,0,0,0,0,0,0
p_a,UA11,SE,10,36,36,0,0,0,0,0,0
p_a,UA11,x,100,53,52,1,1,0,0,1,0
p_a,UA12,NW,1e-4,3,3,0,0,0,0,0,0
p_a,UA12,NW,0.001,5,5,0,0,0,0,0,0
p_a,UA12,NW,0.01,6,6,0,0,0,0,0,0
p_a,UA12,NW,0.1,10,10,0,0,0,0,0,0
p_a,UA12,NW,1,16,16,0,0,0,0,0,0
p_a,UA12,NW,10,30,30,0,0,0,0,0,0
p_a,UA12,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UA12,SE,0.001,4,4,0,0,0,0,0,0
p_a,UA12,SE,0.01,6,6,0,0,0,0,0,0
p_a,UA12,SE,0.1,12,12,0,0,0,0,0,0
p_a,UA12,SE,1,18,18,0,0,0,0,0,0
p_a,UA12,SE,10,37,32,5,2,3,0,2,3
p_a,UA12,x,100,63,57,6,2,4,0,2,4
p_a,UA13,NW,1e-4,1,1,0,0,0,0,0,0
p_a,UA13,NW,0.001,3,3,0,0,0,0,0,0
p_a,UA13,NW,0.01,4,4,0,0,0,0,0,0
p_a,UA13,NW,0.1,13,13,0,0,0,0,0,0
p_a,UA13,NW,1,26,26,0,0,0,0,0,0
p_a,UA13,NW,10,38,38,0,0,0,0,0,0
p_a,UA13,SE,1e-4,3,3,0,0,0,0,0,0
p_a,UA13,SE,0.001,4,4,0,0,0,0,0,0
p_a,UA13,SE,0.01,8,8,0,0,0,0,0,0
p_a,UA13,SE,0.1,10,10,0,0,0,0,0,0
p_a,UA13,SE,1,21,21,0,0,0,0,0,0
p_a,UA13,SE,10,38,37,1,1,0,0,1,0
p_a,UA13,x,100,56,55,1,1,0,0,1,0
p_a,UA14,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UA14,NW,0.001,3,3,0,0,0,0,0,0
p_a,UA14,NW,0.01,7,7,0,0,0,0,0,0
p_a,UA14,NW,0.1,15,13,2,1,1,0,1,1
p_a,UA14,NW,1,24,21,3,1,2,0,1,2
p_a,UA14,NW,10,41,35,6,2,4,0,2,4
p_a,UA14,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UA14,SE,0.001,3,3,0,0,0,0,0,0
p_a,UA14,SE,0.01,10,9,1,0,1,0,0,1
p_a,UA14,SE,0.1,20,19,1,0,1,0,0,1
p_a,UA14,SE,1,29,27,2,1,1,0,1,1
p_a,UA14,SE,10,44,39,5,3,2,0,3,2
p_a,UA14,x,100,69,59,10,3,6,1,4,6
p_a,UA15,NW,1e-4,5,5,0,0,0,0,0,0
p_a,UA15,NW,0.001,5,5,0,0,0,0,0,0
p_a,UA15,NW,0.01,8,8,0,0,0,0,0,0
p_a,UA15,NW,0.1,19,19,0,0,0,0,0,0
p_a,UA15,NW,1,32,31,1,0,1,0,0,1
p_a,UA15,NW,10,52,51,1,0,1,0,0,1
p_a,UA15,SE,1e-4,7,7,0,0,0,0,0,0
p_a,UA15,SE,0.001,11,11,0,0,0,0,0,0
p_a,UA15,SE,0.01,13,13,0,0,0,0,0,0
p_a,UA15,SE,0.1,19,19,0,0,0,0,0,0
p_a,UA15,SE,1,33,33,0,0,0,0,0,0
p_a,UA15,SE,10,52,52,0,0,0,0,0,0
p_a,UA15,x,100,79,78,1,0,1,0,0,1
p_a,UA16,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UA16,NW,0.001,3,3,0,0,0,0,0,0
p_a,UA16,NW,0.01,6,6,0,0,0,0,0,0
p_a,UA16,NW,0.1,12,12,0,0,0,0,0,0
p_a,UA16,NW,1,20,20,0,0,0,0,0,0
p_a,UA16,NW,10,29,28,1,0,1,0,0,1
p_a,UA16,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UA16,SE,0.001,4,4,0,0,0,0,0,0
p_a,UA16,SE,0.01,5,5,0,0,0,0,0,0
p_a,UA16,SE,0.1,8,8,0,0,0,0,0,0
p_a,UA16,SE,1,15,15,0,0,0,0,0,0
p_a,UA16,SE,10,31,29,2,0,2,0,0,2
p_a,UA16,x,100,52,47,5,0,5,0,1,4
p_a,UA17,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UA17,NW,0.001,2,2,0,0,0,0,0,0
p_a,UA17,NW,0.01,5,5,0,0,0,0,0,0
p_a,UA17,NW,0.1,10,10,0,0,0,0,0,0
p_a,UA17,NW,1,26,26,0,0,0,0,0,0
p_a,UA17,NW,10,42,42,0,0,0,0,0,0
p_a,UA17,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UA17,SE,0.001,3,3,0,0,0,0,0,0
p_a,UA17,SE,0.01,8,8,0,0,0,0,0,0
p_a,UA17,SE,0.1,20,20,0,0,0,0,0,0
p_a,UA17,SE,1,34,34,0,0,0,0,0,0
p_a,UA17,SE,10,53,52,1,1,0,0,1,0
p_a,UA17,x,100,75,74,1,1,0,0,1,0
p_a,UA18,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UA18,NW,0.001,5,5,0,0,0,0,0,0
p_a,UA18,NW,0.01,8,8,0,0,0,0,0,0
p_a,UA18,NW,0.1,16,15,1,1,0,0,1,0
p_a,UA18,NW,1,25,23,2,1,1,0,1,1
p_a,UA18,NW,10,36,32,4,1,3,0,1,3
p_a,UA18,SE,1e-4,2,2,0,0,0,0,0,0
p_a,UA18,SE,0.001,3,3,0,0,0,0,0,0
p_a,UA18,SE,0.01,6,6,0,0,0,0,0,0
p_a,UA18,SE,0.1,11,11,0,0,0,0,0,0
p_a,UA18,SE,1,20,20,0,0,0,0,0,0
p_a,UA18,SE,10,40,36,4,0,4,0,0,4
p_a,UA18,x,100,58,53,5,1,4,0,1,4
p_a,UA19,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UA19,NW,0.001,5,5,0,0,0,0,0,0
p_a,UA19,NW,0.01,6,6,0,0,0,0,0,0
p_a,UA19,NW,0.1,9,9,0,0,0,0,0,0
p_a,UA19,NW,1,18,17,1,0,1,0,0,1
p_a,UA19,NW,10,31,30,1,0,1,0,0,1
p_a,UA19,SE,1e-4,3,3,0,0,0,0,0,0
p_a,UA19,SE,0.001,5,5,0,0,0,0,0,0
p_a,UA19,SE,0.01,6,6,0,0,0,0,0,0
p_a,UA19,SE,0.1,6,6,0,0,0,0,0,0
p_a,UA19,SE,1,13,11,2,1,1,0,1,1
p_a,UA19,SE,10,26,24,2,1,1,0,1,1
p_a,UA19,x,100,48,45,3,1,2,0,1,2
p_a,UA20,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UA20,NW,0.001,3,3,0,0,0,0,0,0
p_a,UA20,NW,0.01,7,7,0,0,0,0,0,0
p_a,UA20,NW,0.1,16,16,0,0,0,0,0,0
p_a,UA20,NW,1,25,25,0,0,0,0,0,0
p_a,UA20,NW,10,35,35,0,0,0,0,0,0
p_a,UA20,SE,1e-4,3,3,0,0,0,0,0,0
p_a,UA20,SE,0.001,6,6,0,0,0,0,0,0
p_a,UA20,SE,0.01,10,10,0,0,0,0,0,0
p_a,UA20,SE,0.1,17,17,0,0,0,0,0,0
p_a,UA20,SE,1,25,25,0,0,0,0,0,0
p_a,UA20,SE,10,43,43,0,0,0,0,0,0
p_a,UA20,x,100,63,61,2,1,0,1,2,0
p_a,UA21,NW,1e-4,2,2,0,0,0,0,0,0
p_a,UA21,NW,0.001,5,5,0,0,0,0,0,0
