type,series,subplot,scale,total_species,native,non_native,invasive,naturalised,casual,neophyte,archaeophyte
p_a,NFD21_58,NW,10,55,55,0,0,0,0,0,0
p_a,NFD21_58,SE,1e-4,1,1,0,0,0,0,0,0
p_a,NFD21_58,SE,0.001,3,3,0,0,0,0,0,0
p_a,NFD21_58,SE,0.01,10,10,0,0,0,0,0,0
p_a,NFD21_58,SE,0.1,13,13,0,0,0,0,0,0
p_a,NFD21_58,SE,1,21,21,0,0,0,0,0,0
p_a,NFD21_58,SE,10,43,43,0,0,0,0,0,0
p_a,NFD21_58,x,100,83,83,0,0,0,0,0,0
p_a,NFD21_59,NE,1e-4,3,3,0,0,0,0,0,0
p_a,NFD21_59,NE,0.001,4,4,0,0,0,0,0,0
p_a,NFD21_59,NE,0.01,4,4,0,0,0,0,0,0
p_a,NFD21_59,NE,0.1,9,8,1,1,0,0,1,0
p_a,NFD21_59,NE,1,17,14,3,1,2,0,1,2
p_a,NFD21_59,NE,10,23,20,3,1,2,0,1,2
p_a,NFD21_59,SW,1e-4,2,2,0,0,0,0,0,0
p_a,NFD21_59,SW,0.001,3,3,0,0,0,0,0,0
p_a,NFD21_59,SW,0.01,7,7,0,0,0,0,0,0
p_a,NFD21_59,SW,0.1,9,8,1,0,1,0,0,1
p_a,NFD21_59,SW,1,15,12,3,1,2,0,1,2
p_a,NFD21_59,SW,10,15,12,3,1,2,0,1,2
p_a,NFD21_59,x,100,36,31,5,2,3,0,2,3
p_a,NFD21_60,NW,1e-4,2,1,1,0,1,0,0,1
p_a,NFD21_60,NW,0.001,4,3,1,0,1,0,0,1
p_a,NFD21_60,NW,0.01,8,7,1,0,1,0,0,1
p_a,NFD21_60,NW,0.1,11,9,2,1,1,0,1,1
p_a,NFD21_60,NW,1,12,10,2,1,1,0,1,1
p_a,NFD21_60,NW,10,18,16,2,1,1,0,1,1
p_a,NFD21_60,SE,1e-4,4,3,1,0,1,0,0,1
p_a,NFD21_60,SE,0.001,5,4,1,0,1,0,0,1
p_a,NFD21_60,SE,0.01,8,7,1,0,1,0,0,1
p_a,NFD21_60,SE,0.1,13,11,2,1,1,0,1,1
p_a,NFD21_60,SE,1,17,14,3,1,2,0,1,2
p_a,NFD21_60,SE,10,23,18,5,2,3,0,2,3
p_a,NFD21_60,x,100,38,32,6,2,4,0,3,3
p_a,NFD21_61,NW,1e-4,3,3,0,0,0,0,0,0
p_a,NFD21_61,NW,0.001,5,5,0,0,0,0,0,0
p_a,NFD21_61,NW,0.01,10,10,0,0,0,0,0,0
p_a,NFD21_61,NW,0.1,16,16,0,0,0,0,0,0
p_a,NFD21_61,NW,1,23,23,0,0,0,0,0,0
p_a,NFD21_61,NW,10,32,31,1,0,1,0,0,1
p_a,NFD21_61,SE,1e-4,2,2,0,0,0,0,0,0
p_a,NFD21_61,SE,0.001,3,3,0,0,0,0,0,0
p_a,NFD21_61,SE,0.01,10,10,0,0,0,0,0,0
p_a,NFD21_61,SE,0.1,16,16,0,0,0,0,0,0
p_a,NFD21_61,SE,1,23,22,1,0,1,0,0,1
p_a,NFD21_61,SE,10,32,31,1,0,1,0,0,1
p_a,NFD21_61,x,100,48,46,2,0,2,0,0,2
p_a,NFD21_62,NW,1e-4,2,2,0,0,0,0,0,0
p_a,NFD21_62,NW,0.001,5,5,0,0,0,0,0,0
p_a,NFD21_62,NW,0.01,14,14,0,0,0,0,0,0
p_a,NFD21_62,NW,0.1,26,26,0,0,0,0,0,0
p_a,NFD21_62,NW,1,45,45,0,0,0,0,0,0
p_a,NFD21_62,NW,10,54,54,0,0,0,0,0,0
p_a,NFD21_62,SE,1e-4,2,2,0,0,0,0,0,0
p_a,NFD21_62,SE,0.001,6,6,0,0,0,0,0,0
p_a,NFD21_62,SE,0.01,14,14,0,0,0,0,0,0
p_a,NFD21_62,SE,0.1,27,27,0,0,0,0,0,0
p_a,NFD21_62,SE,1,44,43,1,0,0,1,1,0
p_a,NFD21_62,SE,10,61,60,1,0,0,1,1,0
p_a,NFD21_62,x,100,76,75,1,0,0,1,1,0
p_a,NFD21_63,NW,1e-4,2,2,0,0,0,0,0,0
p_a,NFD21_63,NW,0.001,5,5,0,0,0,0,0,0
p_a,NFD21_63,NW,0.01,17,17,0,0,0,0,0,0
p_a,NFD21_63,NW,0.1,25,24,1,1,0,0,1,0
p_a,NFD21_63,NW,1,42,41,1,1,0,0,1,0
p_a,NFD21_63,NW,10,63,62,1,1,0,0,1,0
p_a,NFD21_63,SE,1e-4,1,1,0,0,0,0,0,0
p_a,NFD21_63,SE,0.001,5,5,0,0,0,0,0,0
p_a,NFD21_63,SE,0.01,10,10,0,0,0,0,0,0
p_a,NFD21_63,SE,0.1,26,26,0,0,0,0,0,0
p_a,NFD21_63,SE,1,36,36,0,0,0,0,0,0
p_a,NFD21_63,SE,10,61,60,1,1,0,0,1,0
p_a,NFD21_63,x,100,91,90,1,1,0,0,1,0
p_a,NFD21_64,NW,1e-4,3,3,0,0,0,0,0,0
p_a,NFD21_64,NW,0.001,6,6,0,0,0,0,0,0
p_a,NFD21_64,NW,0.01,16,16,0,0,0,0,0,0
p_a,NFD21_64,NW,0.1,24,24,0,0,0,0,0,0
p_a,NFD21_64,NW,1,40,40,0,0,0,0,0,0
p_a,NFD21_64,NW,10,64,63,1,0,1,0,1,0
p_a,NFD21_64,SE,1e-4,5,5,0,0,0,0,0,0
p_a,NFD21_64,SE,0.001,8,8,0,0,0,0,0,0
p_a,NFD21_64,SE,0.01,10,10,0,0,0,0,0,0
p_a,NFD21_64,SE,0.1,17,17,0,0,0,0,0,0
p_a,NFD21_64,SE,1,25,25,0,0,0,0,0,0
p_a,NFD21_64,SE,10,47,46,1,0,1,0,1,0
p_a,NFD21_64,x,100,89,88,1,0,1,0,1,0
p_a,RZ2214,NW,1e-4,1,1,0,0,0,0,0,0
p_a,RZ2214,NW,0.001,4,4,0,0,0,0,0,0
p_a,RZ2214,NW,0.01,6,6,0,0,0,0,0,0
p_a,RZ2214,NW,0.1,9,9,0,0,0,0,0,0
p_a,RZ2214,NW,1,13,13,0,0,0,0,0,0
p_a,RZ2214,NW,10,27,27,0,0,0,0,0,0
p_a,RZ2214,SE,1e-4,3,3,0,0,0,0,0,0
p_a,RZ2214,SE,0.001,5,5,0,0,0,0,0,0
p_a,RZ2214,SE,0.01,8,8,0,0,0,0,0,0
p_a,RZ2214,SE,0.1,13,13,0,0,0,0,0,0
p_a,RZ2214,SE,1,22,22,0,0,0,0,0,0
p_a,RZ2214,SE,10,32,31,1,1,0,0,1,0
p_a,RZ2214,x,100,43,41,2,1,0,1,2,0
p_a,RZ2215,NW,1e-4,2,2,0,0,0,0,0,0
p_a,RZ2215,NW,0.001,2,2,0,0,0,0,0,0
p_a,RZ2215,NW,0.01,4,4,0,0,0,0,0,0
p_a,RZ2215,NW,0.1,11,11,0,0,0,0,0,0
p_a,RZ2215,NW,1,20,20,0,0,0,0,0,0
p_a,RZ2215,NW,10,34,34,0,0,0,0,0,0
p_a,RZ2215,SE,1e-4,1,1,0,0,0,0,0,0
p_a,RZ2215,SE,0.001,2,2,0,0,0,0,0,0
p_a,RZ2215,SE,0.01,4,4,0,0,0,0,0,0
p_a,RZ2215,SE,0.1,12,12,0,0,0,0,0,0
p_a,RZ2215,SE,1,18,18,0,0,0,0,0,0
p_a,RZ2215,SE,10,34,32,2,1,1,0,1,1
p_a,RZ2215,x,100,53,51,2,1,1,0,1,1
p_a,RZ2216,NW,1e-4,2,2,0,0,0,0,0,0
p_a,RZ2216,NW,0.001,2,2,0,0,0,0,0,0
p_a,RZ2216,NW,0.01,4,4,0,0,0,0,0,0
p_a,RZ2216,NW,0.1,9,9,0,0,0,0,0,0
p_a,RZ2216,NW,1,18,18,0,0,0,0,0,0
p_a,RZ2216,NW,10,24,24,0,0,0,0,0,0
p_a,RZ2216,SE,1e-4,2,2,0,0,0,0,0,0
p_a,RZ2216,SE,0.001,3,3,0,0,0,0,0,0
p_a,RZ2216,SE,0.01,4,4,0,0,0,0,0,0
p_a,RZ2216,SE,0.1,8,7,1,0,1,0,0,1
p_a,RZ2216,SE,1,12,11,1,0,1,0,0,1
p_a,RZ2216,SE,10,19,18,1,0,1,0,0,1
p_a,RZ2216,x,100,33,31,2,0,2,0,0,2
p_a,RZ2217,NW,1e-4,3,3,0,0,0,0,0,0
p_a,RZ2217,NW,0.001,4,4,0,0,0,0,0,0
p_a,RZ2217,NW,0.01,4,4,0,0,0,0,0,0
p_a,RZ2217,NW,0.1,10,10,0,0,0,0,0,0
p_a,RZ2217,NW,1,19,19,0,0,0,0,0,0
p_a,RZ2217,NW,10,30,30,0,0,0,0,0,0
p_a,RZ2217,SE,1e-4,5,5,0,0,0,0,0,0
p_a,RZ2217,SE,0.001,5,5,0,0,0,0,0,0
p_a,RZ2217,SE,0.01,6,6,0,0,0,0,0,0
p_a,RZ2217,SE,0.1,11,11,0,0,0,0,0,0
p_a,RZ2217,SE,1,22,22,0,0,0,0,0,0
p_a,RZ2217,SE,10,28,27,1,0,1,0,1,0
p_a,RZ2217,x,100,38,36,2,0,2,0,1,1
p_a,RZ2218,NW,1e-4,2,2,0,0,0,0,0,0
p_a,RZ2218,NW,0.001,5,5,0,0,0,0,0,0
p_a,RZ2218,NW,0.01,11,11,0,0,0,0,0,0
p_a,RZ2218,NW,0.1,16,16,0,0,0,0,0,0
p_a,RZ2218,NW,1,23,23,0,0,0,0,0,0
p_a,RZ2218,NW,10,38,35,3,2,1,0,2,1
p_a,RZ2218,SE,1e-4,4,4,0,0,0,0,0,0
p_a,RZ2218,SE,0.001,4,4,0,0,0,0,0,0
p_a,RZ2218,SE,0.01,6,6,0,0,0,0,0,0
p_a,RZ2218,SE,0.1,12,12,0,0,0,0,0,0
p_a,RZ2218,SE,1,20,20,0,0,0,0,0,0
p_a,RZ2218,SE,10,36,35,1,0,1,0,0,1
p_a,RZ2218,x,100,61,55,6,3,3,0,3,3
p_a,RZ2219,NW,1e-4,3,3,0,0,0,0,0,0
p_a,RZ2219,NW,0.001,6,6,0,0,0,0,0,0
p_a,RZ2219,NW,0.01,9,9,0,0,0,0,0,0
p_a,RZ2219,NW,0.1,15,15,0,0,0,0,0,0
p_a,RZ2219,NW,1,26,26,0,0,0,0,0,0
p_a,RZ2219,NW,10,41,41,0,0,0,0,0,0
p_a,RZ2219,SE,1e-4,3,3,0,0,0,0,0,0
p_a,RZ2219,SE,0.001,3,3,0,0,0,0,0,0
p_a,RZ2219,SE,0.01,7,7,0,0,0,0,0,0
p_a,RZ2219,SE,0.1,19,19,0,0,0,0,0,0
p_a,RZ2219,SE,1,32,32,0,0,0,0,0,0
p_a,RZ2219,SE,10,48,46,2,1,1,0,1,1
p_a,RZ2219,x,100,66,63,3,2,1,0,1,2
p_a,SB18008,NW,0.001,1,1,0,0,0,0,0,0
p_a,SB18008,NW,0.01,8,8,0,0,0,0,0,0
p_a,SB18008,NW,0.1,14,14,0,0,0,0,0,0
p_a,SB18008,NW,1,27,27,0,0,0,0,0,0
p_a,SB18008,NW,10,38,37,1,0,1,0,0,1
p_a,SB18008,SE,1e-4,2,2,0,0,0,0,0,0
p_a,SB18008,SE,0.001,3,3,0,0,0,0,0,0
p_a,SB18008,SE,0.01,5,5,0,0,0,0,0,0
p_a,SB18008,SE,0.1,9,9,0,0,0,0,0,0
p_a,SB18008,SE,1,18,18,0,0,0,0,0,0
p_a,SB18008,SE,10,40,40,0,0,0,0,0,0
p_a,SB18008,x,100,64,62,2,0,2,0,0,2
p_a,SB18019,NW,1e-4,2,2,0,0,0,0,0,0
p_a,SB18019,NW,0.001,2,2,0,0,0,0,0,0
p_a,SB18019,NW,0.01,7,7,0,0,0,0,0,0
p_a,SB18019,NW,0.1,13,13,0,0,0,0,0,0
p_a,SB18019,NW,1,24,24,0,0,0,0,0,0
p_a,SB18019,NW,10,35,35,0,0,0,0,0,0
p_a,SB18019,SE,1e-4,1,1,0,0,0,0,0,0
p_a,SB18019,SE,0.001,1,1,0,0,0,0,0,0
p_a,SB18019,SE,0.01,7,7,0,0,0,0,0,0
p_a,SB18019,SE,0.1,9,9,0,0,0,0,0,0
p_a,SB18019,SE,1,19,19,0,0,0,0,0,0
p_a,SB18019,SE,10,27,27,0,0,0,0,0,0
p_a,SB18019,x,100,50,48,2,0,2,0,0,2
p_a,SB18024,NW,1e-4,1,1,0,0,0,0,0,0
p_a,SB18024,NW,0.001,3,3,0,0,0,0,0,0
p_a,SB18024,NW,0.01,5,5,0,0,0,0,0,0
p_a,SB18024,NW,0.1,17,17,0,0,0,0,0,0
p_a,SB18024,NW,1,29,29,0,0,0,0,0,0
p_a,SB18024,NW,10,47,44,3,0,3,0,0,3
p_a,SB18024,SE,0.001,1,1,0,0,0,0,0,0
p_a,SB18024,SE,0.01,6,6,0,0,0,0,0,0
p_a,SB18024,SE,0.1,12,12,0,0,0,0,0,0
p_a,SB18024,SE,1,21,21,0,0,0,0,0,0
p_a,SB18024,SE,10,33,33,0,0,0,0,0,0
p_a,SB18024,x,100,57,53,4,0,4,0,1,3
p_a,SB18025,NE,0.001,2,2,0,0,0,0,0,0
p_a,SB18025,NE,0.01,4,4,0,0,0,0,0,0
p_a,SB18025,NE,0.1,9,8,1,0,1,0,0,1
p_a,SB18025,NE,1,16,14,2,0,2,0,0,2
p_a,SB18025,NE,10,35,29,6,0,6,0,0,6
p_a,SB18025,SW,1e-4,2,2,0,0,0,0,0,0
p_a,SB18025,SW,0.001,5,4,1,0,1,0,0,1
p_a,SB18025,SW,0.01,13,12,1,0,1,0,0,1
p_a,SB18025,SW,0.1,22,21,1,0,1,0,0,1
p_a,SB18025,SW,1,22,21,1,0,1,0,0,1
p_a,SB18025,SW,10,40,35,5,0,5,0,0,5
p_a,SB18025,x,100,53,45,8,0,8,0,0,8
p_a,SB18029,NW,1e-4,2,2,0,0,0,0,0,0
p_a,SB18029,NW,0.001,3,3,0,0,0,0,0,0
p_a,SB18029,NW,0.01,6,6,0,0,0,0,0,0
p_a,SB18029,NW,0.1,13,13,0,0,0,0,0,0
p_a,SB18029,NW,1,19,19,0,0,0,0,0,0
p_a,SB18029,NW,10,30,30,0,0,0,0,0,0
p_a,SB18029,SE,1e-4,2,2,0,0,0,0,0,0
p_a,SB18029,SE,0.001,3,3,0,0,0,0,0,0
p_a,SB18029,SE,0.01,4,4,0,0,0,0,0,0
p_a,SB18029,SE,0.1,9,9,0,0,0,0,0,0
p_a,SB18029,SE,1,22,21,1,0,1,0,0,1
p_a,SB18029,SE,10,34,33,1,0,1,0,0,1
p_a,SB18029,x,100,49,47,2,0,2,0,0,2
p_a,SB20033,NE,1e-4,1,1,0,0,0,0,0,0
p_a,SB20033,NE,0.001,1,1,0,0,0,0,0,0
p_a,SB20033,NE,0.01,5,5,0,0,0,0,0,0
p_a,SB20033,NE,0.1,11,10,1,0,1,0,0,1
p_a,SB20033,NE,1,13,12,1,0,1,0,0,1
p_a,SB20033,NE,10,27,26,1,0,1,0,0,1
p_a,SB20033,SW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20033,SW,0.001,2,2,0,0,0,0,0,0
p_a,SB20033,SW,0.01,3,3,0,0,0,0,0,0
p_a,SB20033,SW,0.1,5,5,0,0,0,0,0,0
p_a,SB20033,SW,1,16,16,0,0,0,0,0,0
p_a,SB20033,SW,10,23,23,0,0,0,0,0,0
p_a,SB20033,x,100,37,36,1,0,1,0,0,1
p_a,SB20060,NE,1e-4,1,1,0,0,0,0,0,0
p_a,SB20060,NE,0.001,1,1,0,0,0,0,0,0
p_a,SB20060,NE,0.01,2,2,0,0,0,0,0,0
p_a,SB20060,NE,0.1,5,5,0,0,0,0,0,0
p_a,SB20060,NE,1,8,8,0,0,0,0,0,0
p_a,SB20060,NE,10,15,12,3,1,2,0,0,3
p_a,SB20060,SW,0.01,1,1,0,0,0,0,0,0
p_a,SB20060,SW,0.1,2,2,0,0,0,0,0,0
p_a,SB20060,SW,1,7,6,1,0,1,0,0,1
p_a,SB20060,SW,10,15,10,5,0,5,0,0,5
p_a,SB20060,x,100,30,23,7,1,6,0,0,7
p_a,SB20061,NW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20061,NW,0.001,2,2,0,0,0,0,0,0
p_a,SB20061,NW,0.01,6,6,0,0,0,0,0,0
p_a,SB20061,NW,0.1,12,12,0,0,0,0,0,0
p_a,SB20061,NW,1,26,24,2,0,2,0,0,2
p_a,SB20061,NW,10,33,30,3,0,3,0,0,3
p_a,SB20061,SE,1e-4,2,2,0,0,0,0,0,0
p_a,SB20061,SE,0.001,3,3,0,0,0,0,0,0
p_a,SB20061,SE,0.01,9,8,1,0,1,0,0,1
p_a,SB20061,SE,0.1,18,17,1,0,1,0,0,1
p_a,SB20061,SE,1,25,24,1,0,1,0,0,1
p_a,SB20061,SE,10,36,31,5,1,4,0,0,5
p_a,SB20061,x,100,43,36,7,1,6,0,0,7
p_a,SB20062,NW,1e-4,2,2,0,0,0,0,0,0
p_a,SB20062,NW,0.001,4,4,0,0,0,0,0,0
p_a,SB20062,NW,0.01,11,10,1,0,1,0,0,1
p_a,SB20062,NW,0.1,18,17,1,0,1,0,0,1
p_a,SB20062,NW,1,23,22,1,0,1,0,0,1
p_a,SB20062,NW,10,40,35,5,1,4,0,0,5
p_a,SB20062,SE,1e-4,2,2,0,0,0,0,0,0
p_a,SB20062,SE,0.001,2,2,0,0,0,0,0,0
p_a,SB20062,SE,0.01,5,4,1,0,1,0,0,1
p_a,SB20062,SE,0.1,13,11,2,0,2,0,0,2
p_a,SB20062,SE,1,21,18,3,0,3,0,0,3
p_a,SB20062,SE,10,35,30,5,0,5,0,0,5
p_a,SB20062,x,100,49,43,6,1,5,0,0,6
p_a,SB20063,NW,1e-4,2,2,0,0,0,0,0,0
p_a,SB20063,NW,0.001,4,4,0,0,0,0,0,0
p_a,SB20063,NW,0.01,8,6,2,0,2,0,0,2
p_a,SB20063,NW,0.1,11,9,2,0,2,0,0,2
p_a,SB20063,NW,1,15,13,2,0,2,0,0,2
p_a,SB20063,NW,10,30,26,4,0,4,0,0,4
p_a,SB20063,SE,1e-4,2,2,0,0,0,0,0,0
p_a,SB20063,SE,0.001,3,3,0,0,0,0,0,0
p_a,SB20063,SE,0.01,4,4,0,0,0,0,0,0
p_a,SB20063,SE,0.1,11,10,1,0,1,0,0,1
p_a,SB20063,SE,1,18,17,1,0,1,0,0,1
p_a,SB20063,SE,10,27,24,3,0,3,0,0,3
p_a,SB20063,x,100,42,37,5,0,5,0,0,5
p_a,SB20077,NW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20077,NW,0.001,2,2,0,0,0,0,0,0
p_a,SB20077,NW,0.01,2,2,0,0,0,0,0,0
p_a,SB20077,NW,0.1,5,5,0,0,0,0,0,0
p_a,SB20077,NW,1,12,10,2,0,2,0,0,2
p_a,SB20077,NW,10,30,25,5,0,5,0,0,5
p_a,SB20077,SE,1e-4,2,2,0,0,0,0,0,0
p_a,SB20077,SE,0.001,2,2,0,0,0,0,0,0
p_a,SB20077,SE,0.01,8,7,1,0,1,0,0,1
p_a,SB20077,SE,0.1,10,8,2,0,2,0,0,2
p_a,SB20077,SE,1,15,13,2,0,2,0,0,2
p_a,SB20077,SE,10,24,21,3,0,3,0,0,3
p_a,SB20077,x,100,36,31,5,0,5,0,0,5
p_a,SB20078,NW,1e-4,2,2,0,0,0,0,0,0
p_a,SB20078,NW,0.001,5,5,0,0,0,0,0,0
p_a,SB20078,NW,0.01,6,6,0,0,0,0,0,0
p_a,SB20078,NW,0.1,10,10,0,0,0,0,0,0
p_a,SB20078,NW,1,16,15,1,0,1,0,0,1
p_a,SB20078,NW,10,23,21,2,0,2,0,0,2
p_a,SB20078,SE,1e-4,1,1,0,0,0,0,0,0
p_a,SB20078,SE,0.001,3,3,0,0,0,0,0,0
p_a,SB20078,SE,0.01,7,7,0,0,0,0,0,0
p_a,SB20078,SE,0.1,10,10,0,0,0,0,0,0
p_a,SB20078,SE,1,17,15,2,1,1,0,0,2
p_a,SB20078,SE,10,28,24,4,1,3,0,0,4
p_a,SB20078,x,100,35,30,5,1,4,0,0,5
p_a,SB20079,NW,1e-4,2,2,0,0,0,0,0,0
p_a,SB20079,NW,0.001,2,2,0,0,0,0,0,0
p_a,SB20079,NW,0.01,3,3,0,0,0,0,0,0
p_a,SB20079,NW,0.1,7,6,1,0,1,0,0,1
p_a,SB20079,NW,1,8,7,1,0,1,0,0,1
p_a,SB20079,NW,10,14,10,4,0,4,0,0,4
p_a,SB20079,SE,0.001,2,2,0,0,0,0,0,0
p_a,SB20079,SE,0.01,3,3,0,0,0,0,0,0
p_a,SB20079,SE,0.1,5,5,0,0,0,0,0,0
p_a,SB20079,SE,1,6,5,1,0,1,0,0,1
p_a,SB20079,SE,10,14,12,2,0,2,0,0,2
p_a,SB20079,x,100,23,18,5,0,5,0,0,5
p_a,SB20081,NW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20081,NW,0.001,4,4,0,0,0,0,0,0
p_a,SB20081,NW,0.01,8,8,0,0,0,0,0,0
p_a,SB20081,NW,0.1,12,11,1,0,1,0,0,1
p_a,SB20081,NW,1,19,18,1,0,1,0,0,1
p_a,SB20081,NW,10,33,32,1,0,1,0,0,1
p_a,SB20081,SE,1e-4,1,1,0,0,0,0,0,0
p_a,SB20081,SE,0.001,4,4,0,0,0,0,0,0
p_a,SB20081,SE,0.01,11,11,0,0,0,0,0,0
p_a,SB20081,SE,0.1,14,14,0,0,0,0,0,0
p_a,SB20081,SE,1,20,20,0,0,0,0,0,0
p_a,SB20081,SE,10,33,31,2,1,1,0,0,2
p_a,SB20081,x,100,53,50,3,1,2,0,0,3
p_a,SB20083,NW,1e-4,2,1,1,0,1,0,0,1
p_a,SB20083,NW,0.001,4,3,1,0,1,0,0,1
p_a,SB20083,NW,0.01,6,5,1,0,1,0,0,1
p_a,SB20083,NW,0.1,12,11,1,0,1,0,0,1
p_a,SB20083,NW,1,16,14,2,0,2,0,0,2
p_a,SB20083,NW,10,35,27,8,2,6,0,1,7
p_a,SB20083,SE,1e-4,2,2,0,0,0,0,0,0
p_a,SB20083,SE,0.001,2,2,0,0,0,0,0,0
p_a,SB20083,SE,0.01,4,4,0,0,0,0,0,0
p_a,SB20083,SE,0.1,8,8,0,0,0,0,0,0
p_a,SB20083,SE,1,13,13,0,0,0,0,0,0
p_a,SB20083,SE,10,28,27,1,0,1,0,0,1
p_a,SB20083,x,100,45,36,9,2,7,0,1,8
p_a,SB20084,NW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20084,NW,0.001,2,2,0,0,0,0,0,0
p_a,SB20084,NW,0.01,4,4,0,0,0,0,0,0
p_a,SB20084,NW,0.1,9,9,0,0,0,0,0,0
p_a,SB20084,NW,1,14,13,1,0,1,0,0,1
p_a,SB20084,NW,10,32,28,4,0,4,0,0,4
p_a,SB20084,SE,1e-4,1,1,0,0,0,0,0,0
p_a,SB20084,SE,0.001,1,1,0,0,0,0,0,0
p_a,SB20084,SE,0.01,2,2,0,0,0,0,0,0
p_a,SB20084,SE,0.1,6,5,1,1,0,0,0,1
p_a,SB20084,SE,1,8,7,1,1,0,0,0,1
p_a,SB20084,SE,10,23,19,4,1,3,0,0,4
p_a,SB20084,x,100,46,39,7,1,6,0,0,7
p_a,SB20086,NE,1e-4,2,2,0,0,0,0,0,0
p_a,SB20086,NE,0.001,3,3,0,0,0,0,0,0
p_a,SB20086,NE,0.01,5,5,0,0,0,0,0,0
p_a,SB20086,NE,0.1,10,10,0,0,0,0,0,0
p_a,SB20086,NE,1,23,23,0,0,0,0,0,0
p_a,SB20086,NE,10,38,38,0,0,0,0,0,0
p_a,SB20086,SW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20086,SW,0.001,2,2,0,0,0,0,0,0
p_a,SB20086,SW,0.01,5,5,0,0,0,0,0,0
p_a,SB20086,SW,0.1,13,13,0,0,0,0,0,0
p_a,SB20086,SW,1,25,25,0,0,0,0,0,0
p_a,SB20086,SW,10,38,38,0,0,0,0,0,0
p_a,SB20086,x,100,47,47,0,0,0,0,0,0
p_a,SB20100,NW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20100,NW,0.001,2,2,0,0,0,0,0,0
p_a,SB20100,NW,0.01,4,4,0,0,0,0,0,0
p_a,SB20100,NW,0.1,10,9,1,0,1,0,0,1
p_a,SB20100,NW,1,20,19,1,0,1,0,0,1
p_a,SB20100,NW,10,38,36,2,0,2,0,0,2
p_a,SB20100,SE,1e-4,1,1,0,0,0,0,0,0
p_a,SB20100,SE,0.001,2,2,0,0,0,0,0,0
p_a,SB20100,SE,0.01,6,6,0,0,0,0,0,0
p_a,SB20100,SE,0.1,11,11,0,0,0,0,0,0
p_a,SB20100,SE,1,18,18,0,0,0,0,0,0
p_a,SB20100,SE,10,32,31,1,0,1,0,0,1
p_a,SB20100,x,100,53,50,3,0,3,0,0,3
p_a,SB20101,NE,1e-4,4,4,0,0,0,0,0,0
p_a,SB20101,NE,0.001,8,8,0,0,0,0,0,0
p_a,SB20101,NE,0.01,13,13,0,0,0,0,0,0
p_a,SB20101,NE,0.1,21,20,1,0,1,0,0,1
p_a,SB20101,NE,1,39,38,1,0,1,0,0,1
p_a,SB20101,NE,10,58,57,1,0,1,0,0,1
p_a,SB20101,SW,1e-4,2,2,0,0,0,0,0,0
p_a,SB20101,SW,0.001,4,4,0,0,0,0,0,0
p_a,SB20101,SW,0.01,10,10,0,0,0,0,0,0
p_a,SB20101,SW,0.1,25,24,1,0,1,0,0,1
p_a,SB20101,SW,1,36,35,1,0,1,0,0,1
p_a,SB20101,SW,10,51,49,2,0,2,0,0,2
p_a,SB20101,x,100,75,73,2,0,2,0,0,2
p_a,SB20102,NW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20102,NW,0.001,5,5,0,0,0,0,0,0
p_a,SB20102,NW,0.01,9,9,0,0,0,0,0,0
p_a,SB20102,NW,0.1,18,18,0,0,0,0,0,0
p_a,SB20102,NW,1,28,28,0,0,0,0,0,0
p_a,SB20102,NW,10,41,41,0,0,0,0,0,0
p_a,SB20102,SE,1e-4,2,2,0,0,0,0,0,0
p_a,SB20102,SE,0.001,3,3,0,0,0,0,0,0
p_a,SB20102,SE,0.01,6,6,0,0,0,0,0,0
p_a,SB20102,SE,0.1,12,12,0,0,0,0,0,0
p_a,SB20102,SE,1,25,25,0,0,0,0,0,0
p_a,SB20102,SE,10,34,34,0,0,0,0,0,0
p_a,SB20102,x,100,60,58,2,1,1,0,1,1
p_a,SB20103,NW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20103,NW,0.001,2,2,0,0,0,0,0,0
p_a,SB20103,NW,0.01,3,3,0,0,0,0,0,0
p_a,SB20103,NW,0.1,10,10,0,0,0,0,0,0
p_a,SB20103,NW,1,17,15,2,0,2,0,0,2
p_a,SB20103,NW,10,33,30,3,0,3,0,0,3
p_a,SB20103,SE,1e-4,1,1,0,0,0,0,0,0
p_a,SB20103,SE,0.001,1,1,0,0,0,0,0,0
p_a,SB20103,SE,0.01,2,2,0,0,0,0,0,0
p_a,SB20103,SE,0.1,6,6,0,0,0,0,0,0
p_a,SB20103,SE,1,18,18,0,0,0,0,0,0
p_a,SB20103,SE,10,39,38,1,0,1,0,0,1
p_a,SB20103,x,100,60,57,3,0,3,0,0,3
p_a,SB20104,NW,1e-4,1,1,0,0,0,0,0,0
p_a,SB20104,NW,0.001,1,1,0,0,0,0,0,0
p_a,SB20104,NW,0.01,4,4,0,0,0,0,0,0
p_a,SB20104,NW,0.1,10,10,0,0,0,0,0,0
p_a,SB20104,NW,1,21,21,0,0,0,0,0,0
p_a,SB20104,NW,10,40,40,0,0,0,0,0,0
p_a,SB20104,SE,1e-4,2,2,0,0,0,0,0,0
